date,mu,rho,alpha,beta,V0,sigma_v,lambda,mu_y,rho_j,sigma_y,mu_v,SSE_SVCJ,RMSE_SVCJ,n_obs,n_contract,exitflag,elapsed_sec
2021-11-01,-0.000222692890933797,-0.882742824529888,0.0024167213818162,-2.21947281678638,0.00265760820267554,0.0649049360067836,0.0067,0.280581063719179,-1.05878499734884,0.309723984235266,1.37691419388036e-06,0.465535168623612,0.00564425407772032,14613,3790,2,238.592634541667
2021-11-02,0.000381040873308928,-0.898177147649128,0.00352464468852128,-2.00598624220036,0.00333924369894319,0.0661289379155781,0.0067,0.135502792441925,-1.05338392798812,4.0790468824429e-14,0.00206509424828844,2.06795564539703,0.0115906815815795,15393,4071,2,273.644274875
2021-11-03,0.000348291582742721,-0.852879356599143,0.00281954921241741,-2.38796404401034,0.0024621180322644,0.080173182597722,0.0067,0.102158754617875,4.49567745661637,3.30340143864957e-14,0.0286275529494232,0.447674282412686,0.00582827243469358,13179,3473,2,317.16085625
