date,mu,rho,alpha,beta,V0,sigma_v,SSE_SV,RMSE_SV,n_obs,n_contract,exitflag,elapsed_sec
2021-11-01,0.00112194290299073,0.175697951872969,0.000426644644436732,0.719439960845636,0.00119928355655028,0.0717498952193897,0.445772437963926,0.00552315096691131,14613,3790,2,260.597993375
2021-11-02,0.00156798963714234,-0.222455127777724,0.000417013793243781,0.820384804591475,0.0014042002549569,0.037842379476813,0.476960684141879,0.00556646722261719,15393,4071,2,365.178630916667
2021-11-03,0.0011723321354055,0.999999999999958,1.07883308345365e-05,0.998028455250074,0.00118863253077411,0.00107814775738808,0.841627387631195,0.00799132329580963,13179,3473,2,309.95874
