XBTEUR KRKN Curncy,,,,
42405,345.43,346.56,,
42406,336.41,#N/A N/A,,
42407,335.24,#N/A N/A,,
42408,333.43,345.43,,
42409,332.22,333.43,,
42410,337.8,332.22,,
42411,331.45,337.8,,
42412,338.21,331.45,,
42413,345.78,#N/A N/A,,
42414,354.85,#N/A N/A,,
42415,354.3,338.21,,
42416,362.96,354.3,,
42417,375.16,362.96,,
42418,378.45,375.16,,
42419,375.64,378.45,,
42420,393.38,#N/A N/A,,
42421,393.01,#N/A N/A,,
42422,394.02,375.64,,
42423,379.4,394.02,,
42424,384.54,379.4,,
42425,383.84,384.54,,
42426,387.9,383.84,,
42427,393,#N/A N/A,,
42428,393.19,#N/A N/A,,
42429,397.39,387.9,,
42430,395.01,397.39,,
42431,392.6,395.01,,
42432,384.96,392.6,,
42433,373.75,384.96,,
42434,362,#N/A N/A,,
42435,368.93,#N/A N/A,,
42436,373.2,373.75,,
42437,373.2,373.2,,
42438,373.9,373.2,,
42439,372.29,373.9,,
42440,375.99,372.29,,
42441,366,#N/A N/A,,
42442,366.84,#N/A N/A,,
42443,372,375.99,,
42444,373.29,372,,
42445,373.02,373.29,,
42446,372.23,373.02,,
42447,361.11,372.23,,
42448,361.29,#N/A N/A,,
42449,365.45,#N/A N/A,,
42450,366.82,361.11,,
42451,371.92,366.82,,
42452,373.8,371.92,,
42453,372.58,373.8,,
42454,373,372.58,,
42455,374.18,#N/A N/A,,
42456,382.2,#N/A N/A,,
42457,376.57,373,,
42458,368.41,376.57,,
42459,365.77,368.41,,
42460,367.89,365.77,,
42461,367,367.89,,
42462,369.56,#N/A N/A,,
42463,368.76,#N/A N/A,,
42464,368.76,367,,
42465,371,368.76,,
42466,371,371,,
42467,372.1,371,,
42468,369.4,372.1,,
42469,367.01,#N/A N/A,,
42470,369.8,#N/A N/A,,
42471,371.4,369.4,,
42472,373.11,371.4,,
42473,376.24,373.11,,
42474,377.02,376.24,,
42475,381.08,377.02,,
42476,381.75,#N/A N/A,,
42477,377.27,#N/A N/A,,
42478,377.9,381.08,,
42479,380.86,377.9,,
42480,391.88,380.86,,
42481,398.49,391.88,,
42482,397.49,398.49,,
42483,397.91,#N/A N/A,,
42484,410,#N/A N/A,,
42485,414.99,397.49,,
42486,416,414.99,,
42487,401.89,416,,
42488,396.36,401.89,,
42489,398,396.36,,
42490,393.39,#N/A N/A,,
42491,395.99,#N/A N/A,,
42492,388.56,398,,
42493,393,388.56,,
42494,391.01,393,,
42495,393.77,391.01,,
42496,403.97,393.77,,
42497,403.41,#N/A N/A,,
42498,402.17,#N/A N/A,,
42499,406.98,403.97,,
42500,400.91,406.98,,
42501,397.2,400.91,,
42502,398.5,397.2,,
42503,403.7,398.5,,
42504,402.86,#N/A N/A,,
42505,404.54,#N/A N/A,,
42506,401.05,403.7,,
42507,402.7,401.05,,
42508,404.66,402.7,,
42509,395.9,404.66,,
42510,394.28,395.9,,
42511,395.94,#N/A N/A,,
42512,392.02,#N/A N/A,,
42513,394.11,394.28,,
42514,398.9,394.11,,
42515,401.97,398.9,,
42516,402.99,401.97,,
42517,423,402.99,,
42518,467,#N/A N/A,,
42519,481.96,#N/A N/A,,
42520,476,423,,
42521,466.93,476,,
42522,476.8,466.93,,
42523,480.36,476.8,,
42524,505.52,480.36,,
42525,506.51,#N/A N/A,,
42526,506.99,#N/A N/A,,
42527,513.29,505.52,,
42528,509.35,513.29,,
42529,508.55,509.35,,
42530,508.57,508.55,,
42531,515.62,508.57,,
42532,520.62,#N/A N/A,,
42533,592.29,#N/A N/A,,
42534,610.7,515.62,,
42535,617,610.7,,
42536,616.29,617,,
42537,681.71,616.29,,
42538,668.7,681.71,,
42539,667.01,#N/A N/A,,
42540,675.45,#N/A N/A,,
42541,655,668.7,,
42542,583,655,,
42543,546,583,,
42544,546.5,546,,
42545,596.01,546.5,,
42546,595.32,#N/A N/A,,
