XBTUSD BGN Curncy,Date,Last Price,Closing Price 1d ago,
40465,2010-10-14,0.1,0.11,
40466,2010-10-15,0.11,0.1,
40469,2010-10-18,0.1,0.11,
40470,2010-10-19,0.1,0.1,
40471,2010-10-20,0.1,0.1,
40472,2010-10-21,0.11,0.1,
40473,2010-10-22,0.1,0.11,
40476,2010-10-25,0.13,0.1,
40477,2010-10-26,0.15,0.13,
40478,2010-10-27,0.19,0.15,
40479,2010-10-28,0.17,0.19,
40480,2010-10-29,0.19,0.17,
40483,2010-11-01,0.2,0.19,
40484,2010-11-02,0.19,0.2,
40485,2010-11-03,0.19,0.19,
40486,2010-11-04,0.23,0.19,
40487,2010-11-05,0.26,0.23,
40490,2010-11-08,0.24,0.26,
40491,2010-11-09,0.21,0.24,
40492,2010-11-10,0.24,0.21,
40493,2010-11-11,0.22,0.24,
40494,2010-11-12,0.27,0.22,
40497,2010-11-15,0.27,0.27,
40498,2010-11-16,0.22,0.27,
40499,2010-11-17,0.23,0.22,
40500,2010-11-18,0.27,0.23,
40501,2010-11-19,0.28,0.27,
40504,2010-11-22,0.29,0.28,
40505,2010-11-23,0.28,0.29,
40506,2010-11-24,0.28,0.28,
40507,2010-11-25,0.28,0.28,
40508,2010-11-26,0.28,0.28,
40511,2010-11-29,0.23,0.28,
40512,2010-11-30,0.21,0.23,
40513,2010-12-01,0.23,0.21,
40514,2010-12-02,0.26,0.23,
40515,2010-12-03,0.25,0.26,
40518,2010-12-06,0.2,0.25,
40519,2010-12-07,0.23,0.2,
40520,2010-12-08,0.24,0.23,
40521,2010-12-09,0.2,0.24,
40522,2010-12-10,0.2,0.2,
40525,2010-12-13,0.23,0.2,
40526,2010-12-14,0.25,0.23,
40527,2010-12-15,0.24,0.25,
40528,2010-12-16,0.25,0.24,
40529,2010-12-17,0.24,0.25,
40532,2010-12-20,0.27,0.24,
40533,2010-12-21,0.24,0.27,
40534,2010-12-22,0.25,0.24,
40535,2010-12-23,0.25,0.25,
40536,2010-12-24,0.25,0.25,
40539,2010-12-27,0.27,0.25,
40540,2010-12-28,0.28,0.27,
40541,2010-12-29,0.3,0.28,
40542,2010-12-30,0.3,0.3,
40543,2010-12-31,0.3,0.3,
40546,2011-01-03,0.3,0.3,
40547,2011-01-04,0.3,0.3,
40548,2011-01-05,0.3,0.3,
40549,2011-01-06,0.3,0.3,
40550,2011-01-07,0.32,0.3,
40553,2011-01-10,0.33,0.32,
40554,2011-01-11,0.33,0.33,
40555,2011-01-12,0.32,0.33,
40556,2011-01-13,0.32,0.32,
40557,2011-01-14,0.4,0.32,
40560,2011-01-17,0.35,0.4,
40561,2011-01-18,0.31,0.35,
40562,2011-01-19,0.31,0.31,
40563,2011-01-20,0.39,0.31,
40564,2011-01-21,0.42,0.39,
40567,2011-01-24,0.42,0.42,
40568,2011-01-25,0.41,0.42,
40569,2011-01-26,0.42,0.41,
40570,2011-01-27,0.42,0.42,
40571,2011-01-28,0.45,0.42,
40574,2011-01-31,0.52,0.45,
40575,2011-02-01,0.7,0.52,
40576,2011-02-02,0.72,0.7,
40577,2011-02-03,0.69,0.72,
40578,2011-02-04,0.81,0.69,
40581,2011-02-07,0.89,0.81,
40582,2011-02-08,0.92,0.89,
40583,2011-02-09,1.09,0.92,
40584,2011-02-10,0.98,1.09,
40585,2011-02-11,1.07,0.98,
40588,2011-02-14,1.07,1.07,
40589,2011-02-15,1.05,1.07,
40590,2011-02-16,1.05,1.05,
40591,2011-02-17,1.04,1.05,
40592,2011-02-18,0.9,1.04,
40595,2011-02-21,0.83,0.9,
40596,2011-02-22,0.87,0.83,
40597,2011-02-23,0.9,0.87,
40598,2011-02-24,1,0.9,
40599,2011-02-25,0.91,1,
40602,2011-02-28,0.86,0.91,
40603,2011-03-01,0.92,0.86,
40604,2011-03-02,0.94,0.92,
40605,2011-03-03,0.94,0.94,
40606,2011-03-04,0.9,0.94,
40609,2011-03-07,0.89,0.9,
40610,2011-03-08,0.87,0.89,
40611,2011-03-09,0.86,0.87,
40612,2011-03-10,0.93,0.86,
40613,2011-03-11,0.88,0.93,
40616,2011-03-14,0.89,0.88,
40617,2011-03-15,0.87,0.89,
40618,2011-03-16,0.86,0.87,
40619,2011-03-17,0.83,0.86,
40620,2011-03-18,0.82,0.83,
40623,2011-03-21,0.76,0.82,
40624,2011-03-22,0.81,0.76,
40625,2011-03-23,0.85,0.81,
40626,2011-03-24,0.87,0.85,
40627,2011-03-25,0.88,0.87,
40630,2011-03-28,0.8,0.88,
40631,2011-03-29,0.79,0.8,
40632,2011-03-30,0.79,0.79,
40633,2011-03-31,0.78,0.79,
40634,2011-04-01,0.77,0.78,
40637,2011-04-04,0.68,0.77,
40638,2011-04-05,0.71,0.68,
40639,2011-04-06,0.74,0.71,
40640,2011-04-07,0.75,0.74,
40641,2011-04-08,0.75,0.75,
40644,2011-04-11,0.77,0.75,
40645,2011-04-12,0.86,0.77,
40646,2011-04-13,0.92,0.86,
40647,2011-04-14,1,0.92,
40648,2011-04-15,0.99,1,
40651,2011-04-18,1.16,0.99,
40652,2011-04-19,1.2,1.16,
40653,2011-04-20,1.14,1.2,
40654,2011-04-21,1.21,1.14,
40655,2011-04-22,1.41,1.21,
40658,2011-04-25,1.56,1.41,
40659,2011-04-26,1.79,1.56,
40660,2011-04-27,1.9,1.79,
40661,2011-04-28,2.21,1.9,
40662,2011-04-29,2.88,2.21,
40665,2011-05-02,3.2,2.88,
40666,2011-05-03,3.41,3.2,
40667,2011-05-04,3.41,3.41,
40668,2011-05-05,3.33,3.41,
40669,2011-05-06,3.45,3.33,
40672,2011-05-09,3.8,3.45,
40673,2011-05-10,5.81,3.8,
40674,2011-05-11,5.5,5.81,
40675,2011-05-12,6.3,5.5,
40676,2011-05-13,8.2,6.3,
40679,2011-05-16,8.03,8.2,
40680,2011-05-17,7.19,8.03,
40681,2011-05-18,6.88,7.19,
40682,2011-05-19,6.81,6.88,
40683,2011-05-20,5.59,6.81,
40686,2011-05-23,7.15,5.59,
40687,2011-05-24,7.42,7.15,
40688,2011-05-25,8.4,7.42,
40689,2011-05-26,8.8,8.4,
40690,2011-05-27,8.5,8.8,
40693,2011-05-30,8.8,8.5,
40694,2011-05-31,8.74,8.8,
40695,2011-06-01,9.57,8.74,
40696,2011-06-02,10.6,9.57,
40697,2011-06-03,14.29,10.6,
40700,2011-06-06,18.55,14.29,
40701,2011-06-07,23.92,18.55,
40702,2011-06-08,29.6,23.92,
40703,2011-06-09,28.92,29.6,
40704,2011-06-10,23.95,28.92,
40707,2011-06-13,19.84,23.95,
40708,2011-06-14,19.28,19.84,
40709,2011-06-15,19.49,19.28,
40710,2011-06-16,17,19.49,
40711,2011-06-17,15.68,17,
40721,2011-06-27,16.75,15.68,
40722,2011-06-28,16.95,16.75,
40723,2011-06-29,16.85,16.95,
40724,2011-06-30,16.1,16.85,
40725,2011-07-01,15.4,16.1,
40728,2011-07-04,13.86,15.4,
40729,2011-07-05,12.91,13.86,
40730,2011-07-06,14.78,12.91,
40731,2011-07-07,14.78,14.78,
40732,2011-07-08,14.31,14.78,
40735,2011-07-11,14.21,14.31,
40736,2011-07-12,14.01,14.21,
40737,2011-07-13,13.95,14.01,
40738,2011-07-14,13.99,13.95,
40739,2011-07-15,13.81,13.99,
40742,2011-07-18,13.48,13.81,
40743,2011-07-19,13.85,13.48,
40744,2011-07-20,13.69,13.85,
40745,2011-07-21,13.61,13.69,
40746,2011-07-22,13.7,13.61,
40749,2011-07-25,14.05,13.7,
40750,2011-07-26,13.88,14.05,
40751,2011-07-27,13.94,13.88,
40752,2011-07-28,13.49,13.94,
40753,2011-07-29,13.5,13.49,
40756,2011-08-01,13.09,13.5,
40757,2011-08-02,12.05,13.09,
40758,2011-08-03,9.26,12.05,
40759,2011-08-04,10.75,9.26,
40760,2011-08-05,9.8,10.75,
40763,2011-08-08,7.8,9.8,
40764,2011-08-09,9.99,7.8,
40765,2011-08-10,9.98,9.99,
40766,2011-08-11,9.46,9.98,
40767,2011-08-12,9.46,9.46,
40770,2011-08-15,11.15,9.46,
40771,2011-08-16,10.96,11.15,
40772,2011-08-17,10.95,10.96,
40773,2011-08-18,10.83,10.95,
40774,2011-08-19,11.65,10.83,
40777,2011-08-22,10.9,11.65,
40778,2011-08-23,10.94,10.9,
40779,2011-08-24,10.85,10.94,
40780,2011-08-25,9.66,10.85,
40781,2011-08-26,8.18,9.66,
40784,2011-08-29,8.97,8.18,
40785,2011-08-30,8.79,8.97,
40786,2011-08-31,8.2,8.79,
40787,2011-09-01,8.21,8.2,
40788,2011-09-02,8.64,8.21,
40791,2011-09-05,7.61,8.64,
40792,2011-09-06,6.86,7.61,
40793,2011-09-07,7.19,6.86,
40794,2011-09-08,6.53,7.19,
40795,2011-09-09,5.03,6.53,
40798,2011-09-12,6.08,5.03,
40799,2011-09-13,5.8,6.08,
40800,2011-09-14,5.62,5.8,
40801,2011-09-15,4.84,5.62,
40802,2011-09-16,4.82,4.84,
40805,2011-09-19,5.46,4.82,
40806,2011-09-20,6.11,5.46,
40807,2011-09-21,5.61,6.11,
40808,2011-09-22,5.43,5.61,
40809,2011-09-23,5.55,5.43,
40812,2011-09-26,4.87,5.55,
40813,2011-09-27,4.92,4.87,
40814,2011-09-28,4.77,4.92,
40815,2011-09-29,4.78,4.77,
40816,2011-09-30,5.14,4.78,
40819,2011-10-03,5.02,5.14,
40820,2011-10-04,4.96,5.02,
40821,2011-10-05,4.87,4.96,
40822,2011-10-06,4.73,4.87,
40823,2011-10-07,4.27,4.73,
40826,2011-10-10,4.1,4.27,
40827,2011-10-11,3.93,4.1,
40828,2011-10-12,4.15,3.93,
40829,2011-10-13,4.05,4.15,
40830,2011-10-14,3.99,4.05,
40833,2011-10-17,2.56,3.99,
40834,2011-10-18,2.42,2.56,
40835,2011-10-19,2.27,2.42,
40836,2011-10-20,2.35,2.27,
40837,2011-10-21,2.57,2.35,
40840,2011-10-24,2.55,2.57,
40841,2011-10-25,2.77,2.55,
40842,2011-10-26,2.77,2.77,
40843,2011-10-27,3.04,2.77,
40844,2011-10-28,3.19,3.04,
40847,2011-10-31,3.25,3.19,
40848,2011-11-01,3.15,3.25,
40849,2011-11-02,3.25,3.15,
40850,2011-11-03,3.15,3.25,
40851,2011-11-04,3.11,3.15,
40854,2011-11-07,3.01,3.11,
40855,2011-11-08,3.04,3.01,
40856,2011-11-09,2.95,3.04,
40857,2011-11-10,2.84,2.95,
40858,2011-11-11,3.08,2.84,
40861,2011-11-14,2.22,3.08,
40862,2011-11-15,2.33,2.22,
40863,2011-11-16,2.56,2.33,
40864,2011-11-17,2.25,2.56,
40865,2011-11-18,2.05,2.25,
40868,2011-11-21,2.29,2.05,
40869,2011-11-22,2.33,2.29,
40870,2011-11-23,2.33,2.33,
40871,2011-11-24,2.43,2.33,
40872,2011-11-25,2.51,2.43,
40875,2011-11-28,2.55,2.51,
40876,2011-11-29,2.75,2.55,
40877,2011-11-30,2.97,2.75,
40878,2011-12-01,3.06,2.97,
40879,2011-12-02,3.12,3.06,
40882,2011-12-05,2.88,3.12,
40883,2011-12-06,3.03,2.88,
40884,2011-12-07,2.99,3.03,
40885,2011-12-08,2.98,2.99,
40886,2011-12-09,2.97,2.98,
40889,2011-12-12,3.14,2.97,
40890,2011-12-13,3.25,3.14,
40891,2011-12-14,3.15,3.25,
40892,2011-12-15,3.2,3.15,
40893,2011-12-16,3.2,3.2,
40896,2011-12-19,3.52,3.2,
40897,2011-12-20,3.95,3.52,
40898,2011-12-21,3.89,3.95,
40899,2011-12-22,3.89,3.89,
40900,2011-12-23,3.95,3.89,
40903,2011-12-26,4.02,3.95,
40904,2011-12-27,4.07,4.02,
40905,2011-12-28,4.19,4.07,
40906,2011-12-29,4.17,4.19,
40907,2011-12-30,4.25,4.17,
40910,2012-01-02,5.22,4.25,
40911,2012-01-03,4.88,5.22,
40912,2012-01-04,5.57,4.88,
40913,2012-01-05,6.95,5.57,
40914,2012-01-06,6.7,6.95,
40917,2012-01-09,6.33,6.7,
40918,2012-01-10,6.36,6.33,
40919,2012-01-11,6.9,6.36,
40920,2012-01-12,6.8,6.9,
40921,2012-01-13,6.41,6.8,
40924,2012-01-16,6.68,6.41,
40925,2012-01-17,5.6,6.68,
40926,2012-01-18,5.92,5.6,
40927,2012-01-19,6.36,5.92,
40928,2012-01-20,6.49,6.36,
40931,2012-01-23,6.36,6.49,
40932,2012-01-24,6.29,6.36,
40933,2012-01-25,5.75,6.29,
40934,2012-01-26,5.34,5.75,
40935,2012-01-27,5.29,5.34,
40938,2012-01-30,5.49,5.29,
40939,2012-01-31,5.48,5.49,
40940,2012-02-01,6.08,5.48,
40941,2012-02-02,6.1,6.08,
40942,2012-02-03,5.96,6.1,
40945,2012-02-06,5.45,5.96,
40946,2012-02-07,5.69,5.45,
40947,2012-02-08,5.6,5.69,
40948,2012-02-09,5.83,5.6,
40949,2012-02-10,5.91,5.83,
40952,2012-02-13,5.26,5.91,
40953,2012-02-14,4.46,5.26,
40954,2012-02-15,4.33,4.46,
40955,2012-02-16,4.27,4.33,
40956,2012-02-17,4.41,4.27,
40959,2012-02-20,4.36,4.41,
40960,2012-02-21,4.27,4.36,
40961,2012-02-22,4.42,4.27,
40962,2012-02-23,5.02,4.42,
40963,2012-02-24,5.03,5.02,
40966,2012-02-27,4.96,5.03,
40967,2012-02-28,4.87,4.96,
40968,2012-02-29,4.86,4.87,
40969,2012-03-01,4.92,4.86,
40970,2012-03-02,4.7,4.92,
40973,2012-03-05,4.98,4.7,
40974,2012-03-06,4.99,4.98,
40975,2012-03-07,4.94,4.99,
40976,2012-03-08,4.93,4.94,
40977,2012-03-09,4.86,4.93,
40980,2012-03-12,4.89,4.86,
40981,2012-03-13,5.27,4.89,
40982,2012-03-14,5.38,5.27,
40983,2012-03-15,5.33,5.38,
40984,2012-03-16,5.34,5.33,
40987,2012-03-19,4.69,5.34,
40988,2012-03-20,4.84,4.69,
40989,2012-03-21,4.81,4.84,
40990,2012-03-22,4.7,4.81,
40991,2012-03-23,4.69,4.7,
40994,2012-03-26,4.62,4.69,
40995,2012-03-27,4.81,4.62,
40996,2012-03-28,4.79,4.81,
40997,2012-03-29,4.81,4.79,
40998,2012-03-30,4.86,4.81,
41001,2012-04-02,4.97,4.86,
41002,2012-04-03,4.95,4.97,
41003,2012-04-04,4.91,4.95,
41004,2012-04-05,4.92,4.91,
41005,2012-04-06,4.95,4.92,
41008,2012-04-09,4.87,4.95,
41009,2012-04-10,4.84,4.87,
41010,2012-04-11,4.93,4.84,
41011,2012-04-12,4.92,4.93,
41012,2012-04-13,4.94,4.92,
41015,2012-04-16,4.93,4.94,
41016,2012-04-17,4.98,4.93,
41017,2012-04-18,5.12,4.98,
41018,2012-04-19,5.14,5.12,
41019,2012-04-20,5.35,5.14,
41022,2012-04-23,4.96,5.35,
41023,2012-04-24,5.1,4.96,
41024,2012-04-25,5.13,5.1,
41025,2012-04-26,5.1,5.13,
41026,2012-04-27,5.11,5.1,
41029,2012-04-30,4.95,5.11,
41030,2012-05-01,5,4.95,
41031,2012-05-02,5.07,5,
41032,2012-05-03,5.13,5.07,
41033,2012-05-04,5.07,5.13,
41036,2012-05-07,5.06,5.07,
41037,2012-05-08,5.05,5.06,
41038,2012-05-09,5.04,5.05,
41039,2012-05-10,4.85,5.04,
41040,2012-05-11,4.96,4.85,
41043,2012-05-14,5.01,4.96,
41044,2012-05-15,5.04,5.01,
41045,2012-05-16,5.09,5.04,
41046,2012-05-17,5.1,5.09,
41047,2012-05-18,5.12,5.1,
41050,2012-05-21,5.1,5.12,
41051,2012-05-22,5.1,5.1,
41052,2012-05-23,5.14,5.1,
41053,2012-05-24,5.12,5.14,
41054,2012-05-25,5.15,5.12,
41057,2012-05-28,5.14,5.15,
41058,2012-05-29,5.15,5.14,
41059,2012-05-30,5.14,5.15,
41060,2012-05-31,5.18,5.14,
41061,2012-06-01,5.27,5.18,
41064,2012-06-04,5.27,5.27,
41065,2012-06-05,5.44,5.27,
41066,2012-06-06,5.46,5.44,
41067,2012-06-07,5.59,5.46,
41068,2012-06-08,5.63,5.59,
41071,2012-06-11,5.57,5.63,
41072,2012-06-12,5.7,5.57,
41073,2012-06-13,5.93,5.7,
41074,2012-06-14,5.95,5.93,
41075,2012-06-15,6.5,5.95,
41078,2012-06-18,6.31,6.5,
41079,2012-06-19,6.5,6.31,
41080,2012-06-20,6.67,6.5,
41081,2012-06-21,6.68,6.67,
41082,2012-06-22,6.55,6.68,
41085,2012-06-25,6.3,6.55,
41086,2012-06-26,6.42,6.3,
41087,2012-06-27,6.65,6.42,
41088,2012-06-28,6.61,6.65,
41089,2012-06-29,6.65,6.61,
41092,2012-07-02,6.76,6.65,
41093,2012-07-03,6.45,6.76,
41094,2012-07-04,6.51,6.45,
41095,2012-07-05,6.67,6.51,
41096,2012-07-06,6.65,6.67,
41099,2012-07-09,7.02,6.65,
41100,2012-07-10,7.2,7.02,
41101,2012-07-11,7.15,7.2,
41102,2012-07-12,7.76,7.15,
41103,2012-07-13,7.67,7.76,
41106,2012-07-16,8.5,7.67,
41107,2012-07-17,8.8,8.5,
41108,2012-07-18,9.11,8.8,
41109,2012-07-19,8.87,9.11,
41110,2012-07-20,8.52,8.87,
41113,2012-07-23,8.45,8.52,
41114,2012-07-24,8.6,8.45,
41115,2012-07-25,8.8,8.6,
41116,2012-07-26,8.9,8.8,
41117,2012-07-27,8.9,8.9,
41120,2012-07-30,9.1,8.9,
41121,2012-07-31,9.35,9.1,
41122,2012-08-01,9.55,9.35,
41123,2012-08-02,10.53,9.55,
41124,2012-08-03,10.97,10.53,
41127,2012-08-06,10.86,10.97,
41128,2012-08-07,11.1,10.86,
41129,2012-08-08,11.06,11.1,
41130,2012-08-09,11.06,11.06,
41131,2012-08-10,11.39,11.06,
41134,2012-08-13,12.04,11.39,
41135,2012-08-14,12.19,12.04,
41136,2012-08-15,13.25,12.19,
41137,2012-08-16,13.5,13.25,
41138,2012-08-17,11.58,13.5,
41141,2012-08-20,10.1,11.58,
41142,2012-08-21,9.92,10.1,
41143,2012-08-22,9.81,9.92,
41144,2012-08-23,10.1,9.81,
41145,2012-08-24,10.6,10.1,
41148,2012-08-27,10.95,10.6,
41149,2012-08-28,10.94,10.95,
41150,2012-08-29,10.92,10.94,
41151,2012-08-30,10.78,10.92,
41152,2012-08-31,10.16,10.78,
41155,2012-09-03,10.53,10.16,
41156,2012-09-04,10.38,10.53,
41157,2012-09-05,11,10.38,
41158,2012-09-06,11.18,11,
41159,2012-09-07,11,11.18,
41162,2012-09-10,11.17,11,
41163,2012-09-11,11.33,11.17,
41164,2012-09-12,11.36,11.33,
41165,2012-09-13,11.4,11.36,
41166,2012-09-14,11.67,11.4,
41169,2012-09-17,11.89,11.67,
41170,2012-09-18,12.25,11.89,
41171,2012-09-19,12.57,12.25,
41172,2012-09-20,12.28,12.57,
41173,2012-09-21,12.37,12.28,
41176,2012-09-24,12.1,12.37,
41177,2012-09-25,12.2,12.1,
41178,2012-09-26,12.27,12.2,
41179,2012-09-27,12.31,12.27,
41180,2012-09-28,12.39,12.31,
41183,2012-10-01,12.4,12.39,
41184,2012-10-02,12.84,12.4,
41185,2012-10-03,12.89,12.84,
41186,2012-10-04,12.85,12.89,
41187,2012-10-05,12.69,12.85,
41190,2012-10-08,11.78,12.69,
41191,2012-10-09,11.9,11.78,
41192,2012-10-10,12.12,11.9,
41193,2012-10-11,12.03,12.12,
41194,2012-10-12,12,12.03,
41197,2012-10-15,11.84,12,
41198,2012-10-16,11.85,11.84,
41199,2012-10-17,11.81,11.85,
41200,2012-10-18,11.94,11.81,
41201,2012-10-19,11.74,11.94,
41204,2012-10-22,11.71,11.74,
41205,2012-10-23,11.65,11.71,
41206,2012-10-24,11.65,11.65,
41207,2012-10-25,10.86,11.65,
41208,2012-10-26,10.17,10.86,
41211,2012-10-29,10.6,10.17,
41212,2012-10-30,10.89,10.6,
41213,2012-10-31,11.2,10.89,
41214,2012-11-01,10.57,11.2,
41215,2012-11-02,10.47,10.57,
41218,2012-11-05,10.75,10.47,
41219,2012-11-06,10.9,10.75,
41220,2012-11-07,10.92,10.9,
41221,2012-11-08,10.93,10.92,
41222,2012-11-09,10.82,10.93,
41225,2012-11-12,11.01,10.82,
41226,2012-11-13,10.95,11.01,
41227,2012-11-14,10.95,10.95,
41228,2012-11-15,11.2,10.95,
41229,2012-11-16,11.75,11.2,
41232,2012-11-19,11.8,11.75,
41233,2012-11-20,11.73,11.8,
41234,2012-11-21,11.77,11.73,
41235,2012-11-22,12.42,11.77,
41236,2012-11-23,12.35,12.42,
41239,2012-11-26,12.25,12.35,
41240,2012-11-27,12.2,12.25,
41241,2012-11-28,12.35,12.2,
41242,2012-11-29,12.45,12.35,
41243,2012-11-30,12.57,12.45,
41246,2012-12-03,12.68,12.57,
41247,2012-12-04,13.41,12.68,
41248,2012-12-05,13.38,13.41,
41249,2012-12-06,13.3,13.38,
41250,2012-12-07,13.5,13.3,
41253,2012-12-10,13.43,13.5,
41254,2012-12-11,13.56,13.43,
41255,2012-12-12,13.7,13.56,
41256,2012-12-13,13.7,13.7,
41257,2012-12-14,13.6,13.7,
41260,2012-12-17,13.25,13.6,
41261,2012-12-18,13.3,13.25,
41262,2012-12-19,13.6,13.3,
41263,2012-12-20,13.52,13.6,
41264,2012-12-21,13.5,13.52,
41267,2012-12-24,13.38,13.5,
41268,2012-12-25,13.35,13.38,
41269,2012-12-26,13.47,13.35,
41270,2012-12-27,13.42,13.47,
41271,2012-12-28,13.42,13.42,
41274,2012-12-31,13.51,13.42,
41275,2013-01-01,13.3,13.51,
41276,2013-01-02,13.28,13.3,
41277,2013-01-03,13.4,13.28,
41278,2013-01-04,13.5,13.4,
41281,2013-01-07,13.59,13.5,
41282,2013-01-08,13.74,13.59,
41283,2013-01-09,13.77,13.74,
41284,2013-01-10,14.14,13.77,
41285,2013-01-11,14.14,14.14,
41288,2013-01-14,14.3,14.14,
41289,2013-01-15,14.25,14.3,
41290,2013-01-16,14.73,14.25,
41291,2013-01-17,15.5,14.73,
41292,2013-01-18,15.7,15.5,
41295,2013-01-21,16.8,15.7,
41296,2013-01-22,17.26,16.8,
41297,2013-01-23,17.5,17.26,
41298,2013-01-24,16.9,17.5,
41299,2013-01-25,17.4,16.9,
41302,2013-01-28,18.72,17.4,
41303,2013-01-29,19.53,18.72,
41304,2013-01-30,19.7,19.53,
41305,2013-01-31,20.41,19.7,
41306,2013-02-01,20.5,20.41,
41309,2013-02-04,20.43,20.5,
41310,2013-02-05,20.6,20.43,
41311,2013-02-06,21.18,20.6,
41312,2013-02-07,22.15,21.18,
41313,2013-02-08,22.66,22.15,
41316,2013-02-11,24.65,22.66,
41317,2013-02-12,25.17,24.65,
41318,2013-02-13,24.2,25.17,
41319,2013-02-14,27.22,24.2,
41320,2013-02-15,27.1,27.22,
41323,2013-02-18,26.95,27.1,
41324,2013-02-19,29.42,26.95,
41325,2013-02-20,29.65,29.42,
41326,2013-02-21,29.75,29.65,
41327,2013-02-22,30.25,29.75,
41330,2013-02-25,30.4,30.25,
41331,2013-02-26,31.1,30.4,
41332,2013-02-27,30.9,31.1,
41333,2013-02-28,33.38,30.9,
41334,2013-03-01,34.5,33.38,
41337,2013-03-04,36.15,34.5,
41338,2013-03-05,40.33,36.15,
41339,2013-03-06,41.02,40.33,
41340,2013-03-07,42,41.02,
41341,2013-03-08,44.18,42,
41344,2013-03-11,48.4,44.18,
41345,2013-03-12,44.29,48.4,
41346,2013-03-13,46.92,44.29,
41347,2013-03-14,47.17,46.92,
41348,2013-03-15,46.95,47.17,
41351,2013-03-18,51.6,46.95,
41352,2013-03-19,59.14,51.6,
41353,2013-03-20,64.49,59.14,
41354,2013-03-21,70.85,64.49,
41355,2013-03-22,69.87,70.85,
41358,2013-03-25,73.6,69.87,
41359,2013-03-26,78.5,73.6,
41360,2013-03-27,88.92,78.5,
41361,2013-03-28,86.18,88.92,
41362,2013-03-29,90.5,86.18,
41365,2013-04-01,102,90.5,
41366,2013-04-02,132,102,
41367,2013-04-03,131.79,132,
41368,2013-04-04,136,131.79,
41369,2013-04-05,142.5,136,
41372,2013-04-08,191.73,142.5,
41373,2013-04-09,234.25,191.73,
41374,2013-04-10,181.69,234.25,
41375,2013-04-11,99.62,181.69,
41376,2013-04-12,110,99.62,
41379,2013-04-15,91,110,
41380,2013-04-16,75.6,91,
41381,2013-04-17,91.98,75.6,
41382,2013-04-18,126.5,91.98,
41383,2013-04-19,118,126.5,
41386,2013-04-22,127.9,118,
41387,2013-04-23,145.38,127.9,
41388,2013-04-24,156.01,145.38,
41389,2013-04-25,129.78,156.01,
41390,2013-04-26,136.8,129.78,
41393,2013-04-29,144.5,136.8,
41394,2013-04-30,133.75,144.5,
41395,2013-05-01,118.74,133.75,
41396,2013-05-02,95.46,118.74,
41397,2013-05-03,101.72,95.46,
41400,2013-05-06,109.49,101.72,
41401,2013-05-07,111.01,109.49,
41402,2013-05-08,111.9,111.01,
41403,2013-05-09,112.5,111.9,
41404,2013-05-10,114.1,112.5,
41407,2013-05-13,118.29,114.1,
41408,2013-05-14,113,118.29,
41409,2013-05-15,114.2,113,
41410,2013-05-16,117.49,114.2,
41411,2013-05-17,123.13,117.49,
41414,2013-05-20,122.4,123.13,
41415,2013-05-21,123.1,122.4,
41416,2013-05-22,124.2,123.1,
41417,2013-05-23,126.56,124.2,
41418,2013-05-24,132,126.56,
41421,2013-05-27,127.81,132,
41422,2013-05-28,128.84,127.81,
41423,2013-05-29,130.55,128.84,
41424,2013-05-30,127.99,130.55,
41425,2013-05-31,127.2,127.99,
41428,2013-06-03,121.66,127.2,
41429,2013-06-04,120.82,121.66,
41430,2013-06-05,121.5,120.82,
41431,2013-06-06,118.86,121.5,
41432,2013-06-07,110.8,118.86,
41435,2013-06-10,105.3,110.8,
41436,2013-06-11,108,105.3,
41437,2013-06-12,108.36,108,
41438,2013-06-13,103,108.36,
41439,2013-06-14,98.62,103,
41442,2013-06-17,103.22,98.62,
41443,2013-06-18,109.15,103.22,
41444,2013-06-19,108,109.15,
41445,2013-06-20,112.51,108,
41446,2013-06-21,108.94,112.51,
41449,2013-06-24,104.56,108.94,
41450,2013-06-25,103.96,104.56,
41451,2013-06-26,102.99,103.96,
41452,2013-06-27,97.33,102.99,
41453,2013-06-28,96.99,97.33,
41456,2013-07-01,89.2,96.99,
41457,2013-07-02,90,89.2,
41458,2013-07-03,76.3,90,
41459,2013-07-04,77.48,76.3,
41460,2013-07-05,69.93,77.48,
41463,2013-07-08,76,69.93,
41464,2013-07-09,76.88,76,
41465,2013-07-10,87,76.88,
41466,2013-07-11,99.1,87,
41467,2013-07-12,90.9,99.1,
41470,2013-07-15,98.98,90.9,
41471,2013-07-16,98.95,98.98,
41472,2013-07-17,92,98.95,
41473,2013-07-18,89.03,92,
41474,2013-07-19,92.3,89.03,
41477,2013-07-22,92.77,92.3,
41478,2013-07-23,89.88,92.77,
41479,2013-07-24,90.41,89.88,
41480,2013-07-25,91.53,90.41,
41481,2013-07-26,89.34,91.53,
41484,2013-07-29,94.32,89.34,
41485,2013-07-30,98.98,94.32,
41486,2013-07-31,97.25,98.98,
41487,2013-08-01,95.55,97.25,
41488,2013-08-02,96.66,95.55,
41491,2013-08-05,98.56,96.66,
41492,2013-08-06,97.24,98.56,
41493,2013-08-07,97.08,97.24,
41494,2013-08-08,94.87,97.08,
41495,2013-08-09,93.81,94.87,
41498,2013-08-12,95.52,93.81,
41499,2013-08-13,99.65,95.52,
41500,2013-08-14,99.5,99.65,
41501,2013-08-15,99.06,99.5,
41502,2013-08-16,98.48,99.06,
41505,2013-08-19,103.18,98.48,
41506,2013-08-20,106.18,103.18,
