XBTUSD BGN Curncy,Date,Last Price,Closing Price 1d ago,
41507,2013-08-21,111.53,106.18,
41508,2013-08-22,108,111.53,
41509,2013-08-23,107.76,108,
41512,2013-08-26,115.69,107.76,
41513,2013-08-27,117.65,115.69,
41514,2013-08-28,118.48,117.65,
41515,2013-08-29,118.6,118.48,
41516,2013-08-30,126.02,118.6,
41519,2013-09-02,129.4,126.02,
41520,2013-09-03,129.69,129.4,
41521,2013-09-04,121.94,129.69,
41522,2013-09-05,122.49,121.94,
41523,2013-09-06,117.9,122.49,
41526,2013-09-09,123.12,117.9,
41527,2013-09-10,122.65,123.12,
41528,2013-09-11,126.61,122.65,
41529,2013-09-12,127.1,126.61,
41530,2013-09-13,127,127.1,
41533,2013-09-16,126.32,127,
41534,2013-09-17,126.86,126.32,
41535,2013-09-18,127.31,126.86,
41536,2013-09-19,124.1,127.31,
41537,2013-09-20,121.7,124.1,
41540,2013-09-23,122.99,121.7,
41541,2013-09-24,124.65,122.99,
41542,2013-09-25,124.33,124.65,
41543,2013-09-26,126.4,124.33,
41544,2013-09-27,126.1,126.4,
41547,2013-09-30,127.09,126.1,
41548,2013-10-01,127.42,127.09,
41549,2013-10-02,112.75,127.42,
41550,2013-10-03,119.12,112.75,
41551,2013-10-04,122.06,119.12,
41554,2013-10-07,123.71,122.06,
41555,2013-10-08,124.99,123.71,
41556,2013-10-09,126,124.99,
41557,2013-10-10,126.28,126,
41558,2013-10-11,126.85,126.28,
41561,2013-10-14,135.89,126.85,
41562,2013-10-15,147.15,135.89,
41563,2013-10-16,140.68,147.15,
41564,2013-10-17,143.77,140.68,
41565,2013-10-18,160.07,143.77,
41568,2013-10-21,191.58,160.07,
41569,2013-10-22,194.04,191.58,
41570,2013-10-23,191.77,194.04,
41571,2013-10-24,186.51,191.77,
41572,2013-10-25,183.34,186.51,
41575,2013-10-28,198.58,183.34,
41576,2013-10-29,200.58,198.58,
41577,2013-10-30,202.47,200.58,
41578,2013-10-31,206.34,202.47,
41579,2013-11-01,208.18,206.34,
41582,2013-11-04,236.56,208.18,
41583,2013-11-05,256.21,236.56,
41584,2013-11-06,291.71,256.21,
41585,2013-11-07,313.08,291.71,
41586,2013-11-08,325.65,313.08,
41589,2013-11-11,350.02,325.65,
41590,2013-11-12,369.84,350.02,
41591,2013-11-13,409.23,369.84,
41593,2013-11-15,430.62,409.23,
41596,2013-11-18,691.61,430.62,
41597,2013-11-19,516.92,691.61,
41598,2013-11-20,626.77,516.92,
41599,2013-11-21,714.96,626.77,
41600,2013-11-22,843.95,714.96,
41603,2013-11-25,834,843.95,
41604,2013-11-26,926.3,834,
41605,2013-11-27,983.43,926.3,
41606,2013-11-28,1055.58,983.43,
41607,2013-11-29,1137,1055.58,
41610,2013-12-02,1023.99,1137,
41611,2013-12-03,1056.5,1023.99,
41612,2013-12-04,1130,1056.5,
41613,2013-12-05,990,1130,
41614,2013-12-06,552.16,990,
41617,2013-12-09,926,552.16,
41618,2013-12-10,942.73,926,
41619,2013-12-11,863,942.73,
41620,2013-12-12,893.4,863,
41621,2013-12-13,869.9,893.4,
41624,2013-12-16,729.36,869.9,
41625,2013-12-17,533.71,729.36,
41626,2013-12-18,564.48,533.71,
41627,2013-12-19,707.82,564.48,
41628,2013-12-20,599.47,707.82,
41631,2013-12-23,651.01,599.47,
41632,2013-12-24,648.27,651.01,
41633,2013-12-25,710.42,648.27,
41634,2013-12-26,706.42,710.42,
41635,2013-12-27,721.44,706.42,
41638,2013-12-30,720.94,721.44,
41639,2013-12-31,746.89,720.94,
41640,2014-01-01,747.81,746.89,
41641,2014-01-02,785.17,747.81,
41642,2014-01-03,801.89,785.17,
41645,2014-01-06,914.51,801.89,
41646,2014-01-07,797.71,914.51,
41647,2014-01-08,839,797.71,
41648,2014-01-09,813.46,839,
41649,2014-01-10,858.86,813.46,
41652,2014-01-13,829.94,858.86,
41653,2014-01-14,833.54,829.94,
41654,2014-01-15,845.1,833.54,
41655,2014-01-16,813.8,845.1,
41656,2014-01-17,808.55,813.8,
41659,2014-01-20,820.84,808.55,
41660,2014-01-21,822.86,820.84,
41661,2014-01-22,817.04,822.86,
41662,2014-01-23,773.1,817.04,
41663,2014-01-24,793.49,773.1,
41666,2014-01-27,762.81,793.49,
41667,2014-01-28,793.26,762.81,
41668,2014-01-29,787.1,793.26,
41669,2014-01-30,799.33,787.1,
41670,2014-01-31,806.69,799.33,
41673,2014-02-03,806.83,806.69,
41674,2014-02-04,804.61,806.83,
41675,2014-02-05,786.06,804.61,
41676,2014-02-06,687.72,786.06,
41677,2014-02-07,727.52,687.72,
41680,2014-02-10,713.06,727.52,
41681,2014-02-11,669.32,713.06,
41682,2014-02-12,657.38,669.32,
41683,2014-02-13,581.64,657.38,
41684,2014-02-14,652.18,581.64,
41687,2014-02-17,642.5,652.18,
41688,2014-02-18,626.32,642.5,
41689,2014-02-19,612.22,626.32,
41690,2014-02-20,571.37,612.22,
41691,2014-02-21,563.31,571.37,
41694,2014-02-24,451.58,563.31,
41695,2014-02-25,609.96,451.58,
41696,2014-02-26,580.76,609.96,
41697,2014-02-27,578.79,580.76,
41698,2014-02-28,566.91,578.79,
41701,2014-03-03,669.76,566.91,
41702,2014-03-04,672.1,669.76,
41703,2014-03-05,667,672.1,
41704,2014-03-06,660.9,667,
41705,2014-03-07,626.74,660.9,
41708,2014-03-10,628.25,626.74,
41709,2014-03-11,638.8,628.25,
41710,2014-03-12,639.03,638.8,
41711,2014-03-13,637.27,639.03,
41712,2014-03-14,635.5,637.27,
41715,2014-03-17,613,635.5,
41716,2014-03-18,617.86,613,
41717,2014-03-19,603.85,617.86,
41718,2014-03-20,581.84,603.85,
41719,2014-03-21,571.71,581.84,
41722,2014-03-24,582.45,571.71,
41723,2014-03-25,572,582.45,
41724,2014-03-26,561.62,572,
41725,2014-03-27,513.58,561.62,
41726,2014-03-28,504,513.58,
41729,2014-03-31,465.75,504,
41730,2014-04-01,482.23,465.75,
41731,2014-04-02,429.86,482.23,
41732,2014-04-03,436.23,429.86,
41733,2014-04-04,455.27,436.23,
41736,2014-04-07,454.2,455.27,
41737,2014-04-08,452.62,454.2,
41738,2014-04-09,428.9,452.62,
41739,2014-04-10,376.9,428.9,
41740,2014-04-11,426.53,376.9,
41744,2014-04-15,517.6,426.53,
41745,2014-04-16,527.14,517.6,
41746,2014-04-17,496.81,527.14,
41747,2014-04-18,476.17,496.81,
41750,2014-04-21,503.18,476.17,
41751,2014-04-22,496.18,503.18,
41752,2014-04-23,492.02,496.18,
41753,2014-04-24,476.52,492.02,
41754,2014-04-25,462.59,476.52,
41757,2014-04-28,439.17,462.59,
41758,2014-04-29,447.81,439.17,
41759,2014-04-30,448.23,447.81,
41760,2014-05-01,460.93,448.23,
41761,2014-05-02,451.51,460.93,
41763,2014-05-04,438.44,#N/A N/A,
41764,2014-05-05,430.34,451.51,
41765,2014-05-06,427.66,430.34,
41766,2014-05-07,447.46,427.66,
41767,2014-05-08,441.8,447.46,
41768,2014-05-09,452.29,441.8,
41770,2014-05-11,436.17,#N/A N/A,
41771,2014-05-12,441.44,452.29,
41772,2014-05-13,437.55,441.44,
41773,2014-05-14,448.31,437.55,
41774,2014-05-15,447.38,448.31,
41775,2014-05-16,449.68,447.38,
41777,2014-05-18,445.91,#N/A N/A,
41778,2014-05-19,449.06,449.68,
41779,2014-05-20,489.43,449.06,
41780,2014-05-21,494.18,489.43,
41781,2014-05-22,522.31,494.18,
41782,2014-05-23,532.48,522.31,
41784,2014-05-25,574.93,#N/A N/A,
41785,2014-05-26,581.81,532.48,
41786,2014-05-27,577.54,581.81,
41787,2014-05-28,570.67,577.54,
41788,2014-05-29,568.62,570.67,
41789,2014-05-30,613.92,568.62,
41791,2014-06-01,647.41,#N/A N/A,
41792,2014-06-02,655.27,613.92,
41793,2014-06-03,671.83,655.27,
41794,2014-06-04,648.99,671.83,
41795,2014-06-05,659.99,648.99,
41796,2014-06-06,652.65,659.99,
41798,2014-06-08,654.19,#N/A N/A,
41799,2014-06-09,646.2,652.65,
41800,2014-06-10,645.34,646.2,
41801,2014-06-11,634.44,645.34,
41802,2014-06-12,591.01,634.44,
41803,2014-06-13,582.37,591.01,
41805,2014-06-15,574.04,#N/A N/A,
41806,2014-06-16,592.81,582.37,
41807,2014-06-17,606.39,592.81,
41808,2014-06-18,605.32,606.39,
41809,2014-06-19,604.87,605.32,
41810,2014-06-20,594.47,604.87,
41812,2014-06-22,598.6,#N/A N/A,
41813,2014-06-23,586.97,594.47,
41814,2014-06-24,585.23,586.97,
41815,2014-06-25,570.43,585.23,
41816,2014-06-26,571.59,570.43,
41817,2014-06-27,576.53,571.59,
41819,2014-06-29,594.53,#N/A N/A,
41820,2014-06-30,646.97,576.53,
41821,2014-07-01,643.33,646.97,
41822,2014-07-02,648.22,643.33,
41823,2014-07-03,642.87,648.22,
41824,2014-07-04,634.88,642.87,
41826,2014-07-06,634.5,#N/A N/A,
41827,2014-07-07,623.92,634.88,
41828,2014-07-08,624.81,623.92,
41829,2014-07-09,624.14,624.81,
41830,2014-07-10,618.05,624.14,
41831,2014-07-11,633.68,618.05,
41833,2014-07-13,629.42,#N/A N/A,
41834,2014-07-14,622.08,633.68,
41835,2014-07-15,621.74,622.08,
41836,2014-07-16,619.47,621.74,
41837,2014-07-17,623.03,619.47,
41838,2014-07-18,628.86,623.03,
41840,2014-07-20,624.29,#N/A N/A,
41841,2014-07-21,620.78,628.86,
41842,2014-07-22,621.84,620.78,
41843,2014-07-23,620,621.84,
41844,2014-07-24,603.65,620,
41845,2014-07-25,599.5,603.65,
41847,2014-07-27,594.18,#N/A N/A,
41848,2014-07-28,592.19,599.5,
41849,2014-07-29,582.28,592.19,
41850,2014-07-30,564.63,582.28,
41851,2014-07-31,586.36,564.63,
41852,2014-08-01,600.03,586.36,
41854,2014-08-03,587.07,#N/A N/A,
41855,2014-08-04,586.86,600.03,
41856,2014-08-05,579.65,586.86,
41857,2014-08-06,580.67,579.65,
41858,2014-08-07,591.68,580.67,
41859,2014-08-08,591.32,591.68,
41861,2014-08-10,586.48,#N/A N/A,
41862,2014-08-11,575.31,591.32,
41863,2014-08-12,570.17,575.31,
41864,2014-08-13,542.95,570.17,
41865,2014-08-14,513.7,542.95,
41866,2014-08-15,496.75,513.7,
41868,2014-08-17,486.79,#N/A N/A,
41869,2014-08-18,457.43,496.75,
41870,2014-08-19,483.36,457.43,
41871,2014-08-20,514.21,483.36,
41872,2014-08-21,522.72,514.21,
41873,2014-08-22,516.93,522.72,
41875,2014-08-24,508.83,#N/A N/A,
41876,2014-08-25,505.47,516.93,
41877,2014-08-26,509.84,505.47,
41878,2014-08-27,517.01,509.84,
41879,2014-08-28,508.15,517.01,
41880,2014-08-29,509.35,508.15,
41882,2014-08-31,479.7,#N/A N/A,
41883,2014-09-01,481.87,509.35,
41884,2014-09-02,478.21,481.87,
41885,2014-09-03,476.63,478.21,
41886,2014-09-04,487.1,476.63,
41887,2014-09-05,478.42,487.1,
41889,2014-09-07,477.99,#N/A N/A,
41890,2014-09-08,469.77,478.42,
41891,2014-09-09,473.01,469.77,
41892,2014-09-10,483.24,473.01,
41893,2014-09-11,475.52,483.24,
41894,2014-09-12,471.48,475.52,
41896,2014-09-14,475.89,#N/A N/A,
41897,2014-09-15,475.62,471.48,
41898,2014-09-16,463.89,475.62,
41899,2014-09-17,444.81,463.89,
41900,2014-09-18,417.44,444.81,
41901,2014-09-19,396.47,417.44,
41903,2014-09-21,399.71,#N/A N/A,
41904,2014-09-22,402.47,396.47,
41905,2014-09-23,448.34,402.47,
41906,2014-09-24,428.4,448.34,
41907,2014-09-25,407.43,428.4,
41908,2014-09-26,407.29,407.43,
41910,2014-09-28,380.68,#N/A N/A,
41911,2014-09-29,375.22,407.29,
41912,2014-09-30,389.68,375.22,
41913,2014-10-01,383.45,389.68,
41914,2014-10-02,376.86,383.45,
41915,2014-10-03,358.65,376.86,
41917,2014-10-05,309.1,#N/A N/A,
41918,2014-10-06,333.34,358.65,
41919,2014-10-07,330.68,333.34,
41920,2014-10-08,350.6,330.68,
41921,2014-10-09,366.31,350.6,
41922,2014-10-10,358.05,366.31,
41924,2014-10-12,370.7,#N/A N/A,
41925,2014-10-13,388.77,358.05,
41926,2014-10-14,407.23,388.77,
41927,2014-10-15,391.87,407.23,
41928,2014-10-16,383.19,391.87,
41929,2014-10-17,381.6,383.19,
41931,2014-10-19,387.92,#N/A N/A,
41932,2014-10-20,385.22,381.6,
41933,2014-10-21,386.69,385.22,
41934,2014-10-22,384.19,386.69,
41935,2014-10-23,359.65,384.19,
41936,2014-10-24,358.09,359.65,
41938,2014-10-26,355.21,#N/A N/A,
41939,2014-10-27,351.88,358.09,
41940,2014-10-28,355.88,351.88,
41941,2014-10-29,341.22,355.88,
41942,2014-10-30,347.62,341.22,
41943,2014-10-31,342.38,347.62,
41945,2014-11-02,325.03,#N/A N/A,
41946,2014-11-03,327.51,342.38,
41947,2014-11-04,327.55,327.51,
41948,2014-11-05,339.76,327.55,
41949,2014-11-06,349.63,339.76,
41950,2014-11-07,342.67,349.63,
41952,2014-11-09,358.36,#N/A N/A,
41953,2014-11-10,365.92,342.67,
41954,2014-11-11,367.91,365.92,
41955,2014-11-12,426.3,367.91,
41956,2014-11-13,404.73,426.3,
41957,2014-11-14,396.45,404.73,
41959,2014-11-16,387.59,#N/A N/A,
41960,2014-11-17,385.86,396.45,
41961,2014-11-18,378.73,385.86,
41962,2014-11-19,376.69,378.73,
41963,2014-11-20,357.97,376.69,
41964,2014-11-21,353.8,357.97,
41966,2014-11-23,368.03,#N/A N/A,
41967,2014-11-24,378.44,353.8,
41968,2014-11-25,376.92,378.44,
41969,2014-11-26,366.6,376.92,
41970,2014-11-27,369.29,366.6,
41971,2014-11-28,377.77,369.29,
41973,2014-11-30,375.76,#N/A N/A,
41974,2014-12-01,378.21,377.77,
41975,2014-12-02,379.37,378.21,
41976,2014-12-03,378.42,379.37,
41977,2014-12-04,372.94,378.42,
41978,2014-12-05,378.61,372.94,
41981,2014-12-08,367.72,378.61,
41982,2014-12-09,352.55,367.72,
41983,2014-12-10,350.42,352.55,
41984,2014-12-11,350.33,350.42,
41985,2014-12-12,356.43,350.33,
41987,2014-12-14,355.02,#N/A N/A,
41988,2014-12-15,348.15,356.43,
41989,2014-12-16,333.36,348.15,
41990,2014-12-17,321.05,333.36,
41991,2014-12-18,311.39,321.05,
41992,2014-12-19,314.26,311.39,
41994,2014-12-21,319.36,#N/A N/A,
41995,2014-12-22,329.54,314.26,
41996,2014-12-23,334.99,329.54,
41997,2014-12-24,321.87,334.99,
41998,2014-12-25,319.4,321.87,
41999,2014-12-26,329.49,319.4,
42001,2014-12-28,315.83,#N/A N/A,
42002,2014-12-29,314.25,329.49,
42003,2014-12-30,310.17,314.25,
42004,2014-12-31,317.36,310.17,
42005,2015-01-01,314.49,317.36,
42006,2015-01-02,314.73,314.49,
42008,2015-01-04,266.26,#N/A N/A,
42009,2015-01-05,270.93,314.73,
42010,2015-01-06,286.41,270.93,
42011,2015-01-07,296.13,286.41,
42012,2015-01-08,293.83,296.13,
42013,2015-01-09,289.81,293.83,
42015,2015-01-11,268.12,#N/A N/A,
42016,2015-01-12,270.65,289.81,
42017,2015-01-13,236.05,270.65,
42018,2015-01-14,183.07,236.05,
42019,2015-01-15,206.68,183.07,
42020,2015-01-16,208.34,206.68,
42022,2015-01-18,207.87,#N/A N/A,
42023,2015-01-19,216.21,208.34,
42024,2015-01-20,211.18,216.21,
42025,2015-01-21,225.1,211.18,
42026,2015-01-22,231.92,225.1,
42027,2015-01-23,237.01,231.92,
42029,2015-01-25,251.78,#N/A N/A,
42030,2015-01-26,271.61,237.01,
42031,2015-01-27,261.76,271.61,
42032,2015-01-28,235.94,261.76,
42033,2015-01-29,234.12,235.94,
42034,2015-01-30,229.67,234.12,
42036,2015-02-01,231.1,#N/A N/A,
42037,2015-02-02,227.3,229.67,
42038,2015-02-03,227.86,227.3,
42039,2015-02-04,224.98,227.86,
42040,2015-02-05,218.76,224.98,
42041,2015-02-06,223.37,218.76,
42043,2015-02-08,222.08,#N/A N/A,
42044,2015-02-09,221,223.37,
42045,2015-02-10,219.7,221,
42046,2015-02-11,219.39,219.7,
42047,2015-02-12,222.2,219.39,
42048,2015-02-13,234.25,222.2,
42050,2015-02-15,231.03,#N/A N/A,
42051,2015-02-16,237.01,234.25,
42052,2015-02-17,241.53,237.01,
42053,2015-02-18,233.48,241.53,
42054,2015-02-19,240.91,233.48,
42055,2015-02-20,244.84,240.91,
42057,2015-02-22,235.59,#N/A N/A,
42058,2015-02-23,240.42,244.84,
42059,2015-02-24,239.34,240.42,
42060,2015-02-25,237.97,239.34,
42061,2015-02-26,236.5,237.97,
42062,2015-02-27,254.87,236.5,
42064,2015-03-01,258.18,#N/A N/A,
42065,2015-03-02,272.88,254.87,
42066,2015-03-03,283.36,272.88,
42067,2015-03-04,273.1,283.36,
42068,2015-03-05,279.93,273.1,
42069,2015-03-06,273.25,279.93,
42071,2015-03-08,274.29,#N/A N/A,
42072,2015-03-09,289.07,273.25,
42073,2015-03-10,293.19,289.07,
42074,2015-03-11,294.55,293.19,
42075,2015-03-12,296.15,294.55,
42076,2015-03-13,288.4,296.15,
42078,2015-03-15,285.65,#N/A N/A,
42079,2015-03-16,290.13,288.4,
42080,2015-03-17,287.46,290.13,
42081,2015-03-18,263.42,287.46,
42082,2015-03-19,256.95,263.42,
42083,2015-03-20,263.17,256.95,
42085,2015-03-22,266.74,#N/A N/A,
42086,2015-03-23,266.4,263.17,
42087,2015-03-24,247.76,266.4,
42088,2015-03-25,244.13,247.76,
42089,2015-03-26,248.76,244.13,
42090,2015-03-27,248.55,248.76,
42092,2015-03-29,242.67,#N/A N/A,
42093,2015-03-30,247.52,248.55,
42094,2015-03-31,244.14,247.52,
42095,2015-04-01,245.82,244.14,
42096,2015-04-02,252.07,245.82,
42097,2015-04-03,254.51,252.07,
42099,2015-04-05,256.03,#N/A N/A,
42100,2015-04-06,254.58,254.51,
42101,2015-04-07,254.94,254.58,
42102,2015-04-08,246.11,254.94,
42103,2015-04-09,242.91,246.11,
42104,2015-04-10,234.99,242.91,
42106,2015-04-12,236.13,#N/A N/A,
42107,2015-04-13,225.16,234.99,
42108,2015-04-14,218.31,225.16,
42109,2015-04-15,220.23,218.31,
42110,2015-04-16,228.99,220.23,
42111,2015-04-17,223.31,228.99,
42113,2015-04-19,223.21,#N/A N/A,
42114,2015-04-20,224.35,223.31,
42115,2015-04-21,233.03,224.35,
42116,2015-04-22,233.67,233.03,
42117,2015-04-23,234.7,233.67,
42118,2015-04-24,231.41,234.7,
42120,2015-04-26,222.07,#N/A N/A,
42121,2015-04-27,223.73,231.41,
42122,2015-04-28,224.41,223.73,
42123,2015-04-29,226.48,224.41,
42124,2015-04-30,236.58,226.48,
42125,2015-05-01,234.8,236.58,
42127,2015-05-03,241.09,#N/A N/A,
42128,2015-05-04,237.51,234.8,
42129,2015-05-05,234.69,237.51,
42130,2015-05-06,234,234.69,
42131,2015-05-07,237.2,234,
42132,2015-05-08,245.31,237.2,
42134,2015-05-10,239.94,#N/A N/A,
42135,2015-05-11,242.61,245.31,
42136,2015-05-12,241.38,242.61,
42137,2015-05-13,243.2,241.38,
42138,2015-05-14,236.81,243.2,
42139,2015-05-15,237.31,236.81,
42141,2015-05-17,235.81,#N/A N/A,
42142,2015-05-18,232.08,237.31,
42143,2015-05-19,231.83,232.08,
42144,2015-05-20,233.92,231.83,
42145,2015-05-21,235.51,233.92,
42146,2015-05-22,239.53,235.51,
42148,2015-05-24,240.86,#N/A N/A,
42149,2015-05-25,235.57,239.53,
42150,2015-05-26,236.2,235.57,
42151,2015-05-27,235.57,236.2,
42152,2015-05-28,236.08,235.57,
42153,2015-05-29,235.95,236.08,
42155,2015-05-31,231.78,#N/A N/A,
42156,2015-06-01,221.98,235.95,
42157,2015-06-02,225.09,221.98,
42158,2015-06-03,226.96,225.09,
42159,2015-06-04,223.68,226.96,
42160,2015-06-05,224.88,223.68,
42162,2015-06-07,222.48,#N/A N/A,
42163,2015-06-08,228.48,224.88,
42164,2015-06-09,229.81,228.48,
42165,2015-06-10,228.46,229.81,
42166,2015-06-11,228.8,228.46,
42167,2015-06-12,229.9,228.8,
42169,2015-06-14,232.17,#N/A N/A,
42170,2015-06-15,235.93,229.9,
42171,2015-06-16,246.32,235.93,
42172,2015-06-17,250.31,246.32,
42173,2015-06-18,249.08,250.31,
42174,2015-06-19,246.04,249.08,
42176,2015-06-21,241.92,#N/A N/A,
42177,2015-06-22,247.24,246.04,
42178,2015-06-23,244.36,247.24,
42179,2015-06-24,240.98,244.36,
42180,2015-06-25,240.66,240.98,
42181,2015-06-26,241.27,240.66,
42183,2015-06-28,248.63,#N/A N/A,
42184,2015-06-29,255.53,241.27,
42185,2015-06-30,260.97,255.53,
42186,2015-07-01,258.85,260.97,
42187,2015-07-02,255.81,258.85,
42188,2015-07-03,255.22,255.81,
42190,2015-07-05,269.69,#N/A N/A,
42191,2015-07-06,273.94,255.22,
42192,2015-07-07,265.92,273.94,
42193,2015-07-08,268.05,265.92,
42194,2015-07-09,270.31,268.05,
42195,2015-07-10,287.13,270.31,
42197,2015-07-12,309.16,#N/A N/A,
42198,2015-07-13,289.49,287.13,
42199,2015-07-14,290.34,289.49,
42200,2015-07-15,290.77,290.34,
42201,2015-07-16,278.11,290.77,
42202,2015-07-17,278.27,278.11,
42204,2015-07-19,275.34,#N/A N/A,
42205,2015-07-20,277.55,278.27,
42206,2015-07-21,279.28,277.55,
42207,2015-07-22,276.53,279.28,
42208,2015-07-23,276.95,276.53,
42209,2015-07-24,288.16,276.95,
42211,2015-07-26,291.52,#N/A N/A,
42212,2015-07-27,294.93,288.16,
42213,2015-07-28,295.59,294.93,
42214,2015-07-29,291.45,295.59,
42215,2015-07-30,287.48,291.45,
42216,2015-07-31,284.69,287.48,
42218,2015-08-02,281.59,#N/A N/A,
42219,2015-08-03,283.89,284.69,
42220,2015-08-04,285.31,283.89,
42221,2015-08-05,282.83,285.31,
42222,2015-08-06,278.81,282.83,
42223,2015-08-07,279.66,278.81,
42225,2015-08-09,262.77,#N/A N/A,
42226,2015-08-10,265.13,279.66,
42227,2015-08-11,266.21,265.13,
42228,2015-08-12,269.9,266.21,
42229,2015-08-13,265.37,269.9,
42230,2015-08-14,266.56,265.37,
42232,2015-08-16,257.07,#N/A N/A,
42233,2015-08-17,257.88,266.56,
42234,2015-08-18,250.66,257.88,
42235,2015-08-19,227.11,250.66,
42236,2015-08-20,236.13,227.11,
42237,2015-08-21,233.14,236.13,
42239,2015-08-23,228.34,#N/A N/A,
42240,2015-08-24,215.17,233.14,
42241,2015-08-25,226,215.17,
42242,2015-08-26,226.84,226,
42243,2015-08-27,227.01,226.84,
42244,2015-08-28,233.59,227.01,
42246,2015-08-30,227.97,#N/A N/A,
42247,2015-08-31,230.41,233.59,
42248,2015-09-01,226.98,230.41,
42249,2015-09-02,229.2,226.98,
42250,2015-09-03,227.35,229.2,
42251,2015-09-04,231.09,227.35,
42253,2015-09-06,241.46,#N/A N/A,
42254,2015-09-07,240.78,231.09,
42255,2015-09-08,244.11,240.78,
42256,2015-09-09,239.48,244.11,
42257,2015-09-10,239.5,239.48,
42258,2015-09-11,239.9,239.5,
42260,2015-09-13,230.09,#N/A N/A,
42261,2015-09-14,231.37,239.9,
42262,2015-09-15,229.79,231.37,
42263,2015-09-16,228.14,229.79,
42264,2015-09-17,233.23,228.14,
42265,2015-09-18,233.24,233.23,
42267,2015-09-20,230.56,#N/A N/A,
42268,2015-09-21,227.48,233.24,
42269,2015-09-22,229.95,227.48,
42270,2015-09-23,230.17,229.95,
42271,2015-09-24,235.07,230.17,
42272,2015-09-25,234.61,235.07,
42274,2015-09-27,232.27,#N/A N/A,
42275,2015-09-28,237.84,234.61,
42276,2015-09-29,237.23,237.84,
42277,2015-09-30,236.99,237.23,
42278,2015-10-01,237.95,236.99,
42279,2015-10-02,237.6,237.95,
42281,2015-10-04,238.49,#N/A N/A,
42282,2015-10-05,239.61,237.6,
42283,2015-10-06,246.2,239.61,
42284,2015-10-07,245.09,246.2,
42285,2015-10-08,243.84,245.09,
42286,2015-10-09,244.5,243.84,
42288,2015-10-11,247.66,#N/A N/A,
42289,2015-10-12,245.99,244.5,
42290,2015-10-13,249.46,245.99,
42291,2015-10-14,253.76,249.46,
42292,2015-10-15,254.77,253.76,
42293,2015-10-16,260.48,254.77,
42295,2015-10-18,263.3,#N/A N/A,
42296,2015-10-19,263.97,260.48,
42297,2015-10-20,270.37,263.97,
42298,2015-10-21,268.67,270.37,
42299,2015-10-22,275.52,268.67,
42300,2015-10-23,278.12,275.52,
42302,2015-10-25,290.12,#N/A N/A,
42303,2015-10-26,286.15,278.12,
42304,2015-10-27,295.44,286.15,
42305,2015-10-28,302.06,295.44,
42306,2015-10-29,313.52,302.06,
42307,2015-10-30,323.23,313.52,
42309,2015-11-01,326.35,#N/A N/A,
42310,2015-11-02,363.76,323.23,
42311,2015-11-03,395,363.76,
42312,2015-11-04,411.96,395,
42313,2015-11-05,403.09,411.96,
42314,2015-11-06,370.07,403.09,
42316,2015-11-08,370.63,#N/A N/A,
42317,2015-11-09,376.64,370.07,
42318,2015-11-10,334.15,376.64,
42319,2015-11-11,307.53,334.15,
42320,2015-11-12,326.5,307.53,
42321,2015-11-13,332.93,326.5,
42323,2015-11-15,319.95,#N/A N/A,
42324,2015-11-16,330.33,332.93,
42325,2015-11-17,336.11,330.33,
42326,2015-11-18,337.11,336.11,
42327,2015-11-19,327.96,337.11,
42328,2015-11-20,321.27,327.96,
42330,2015-11-22,324.38,#N/A N/A,
42331,2015-11-23,324.46,321.27,
42332,2015-11-24,320.91,324.46,
42333,2015-11-25,328.16,320.91,
42334,2015-11-26,349.57,328.16,
42335,2015-11-27,359.56,349.57,
42337,2015-11-29,367.18,#N/A N/A,
42338,2015-11-30,376.82,359.56,
42339,2015-12-01,361,376.82,
42340,2015-12-02,361.14,361,
42341,2015-12-03,360.61,361.14,
42342,2015-12-04,362.4,360.61,
42344,2015-12-06,395.76,#N/A N/A,
42345,2015-12-07,393.72,362.4,
42346,2015-12-08,396.1,393.72,
42347,2015-12-09,416.11,396.1,
42348,2015-12-10,416.82,416.11,
42349,2015-12-11,450.55,416.82,
42351,2015-12-13,437.68,#N/A N/A,
42352,2015-12-14,440.51,450.55,
42353,2015-12-15,462.96,440.51,
42354,2015-12-16,457.44,462.96,
42355,2015-12-17,454.68,457.44,
42356,2015-12-18,461.66,454.68,
42358,2015-12-20,439.99,#N/A N/A,
42359,2015-12-21,434.63,461.66,
42360,2015-12-22,436.86,434.63,
42361,2015-12-23,444.79,436.86,
42362,2015-12-24,453.19,444.79,
42363,2015-12-25,455.88,453.19,
42365,2015-12-27,422.95,#N/A N/A,
42366,2015-12-28,419.21,455.88,
42367,2015-12-29,428.95,419.21,
42368,2015-12-30,427.13,428.95,
42369,2015-12-31,432.12,427.13,
42370,2016-01-01,434.35,432.12,
42372,2016-01-03,428.61,#N/A N/A,
42373,2016-01-04,434.94,434.35,
42374,2016-01-05,432.6,434.94,
42375,2016-01-06,430.8,432.6,
42376,2016-01-07,455.36,430.8,
42377,2016-01-08,452.42,455.36,
42379,2016-01-10,447.32,#N/A N/A,
42380,2016-01-11,448.92,452.42,
42381,2016-01-12,447.05,448.92,
42382,2016-01-13,428.83,447.05,
42383,2016-01-14,432.13,428.83,
42384,2016-01-15,387.31,432.13,
42386,2016-01-17,387.08,#N/A N/A,
42387,2016-01-18,383.87,387.31,
42388,2016-01-19,379.99,383.87,
42389,2016-01-20,407.11,379.99,
42390,2016-01-21,406.9,407.11,
42391,2016-01-22,379.03,406.9,
