date,mu,rho,alpha,beta,V0,sigma_v,SSE_SV,RMSE_SV,n_obs,n_contract,exitflag,elapsed_sec
2021-11-22,0.00111121211698133,-0.25407649504032,0.000557200930290805,0.637778382346399,0.00175321116641387,0.0499751570458077,0.496713545176409,0.00506851706906065,19335,5176,2,941.698755791667
2021-11-23,0.00128040947133594,0.481108402878527,0.000141504386745642,0.944485357691556,0.000879034689529617,0.0200495613800645,1.90691521566949,0.0109153546977085,16005,4135,2,1378.41278008333
2021-11-24,0.000630955068175437,-0.41192274768564,0.000309231389039323,0.791499296648371,0.00148427061550588,0.0448692545653936,1.28219745339648,0.00933844308804979,14703,3877,2,289.839793291667
2021-11-25,0.000814367270964861,-0.0580979777734669,0.000382617795492659,0.805281484174833,0.00093474620852512,0.0341828626713069,1.19728460108583,0.00840528190229655,16947,4381,2,641.8165205
2021-11-26,0.00132701091845397,-0.0820167856824376,0.000395007733673824,0.848612142279449,0.00128182676061086,0.0407724615363928,1.21619214207891,0.00613610966354142,32301,8493,2,851.832259333333
2021-11-27,0.00146088472803414,-0.243914710200312,0.000136195972779268,0.936502264678278,0.00159763184414354,0.0190338641465571,0.361690650220868,0.00569293917685794,11160,3003,2,563.213373041667
2021-11-28,0.00168374108967081,-0.13994877559729,0.00036240332667979,0.809897154901408,0.000310226022137849,0.0213583719975938,0.632650632744522,0.00614207962206223,16770,4391,2,409.108029333333
2021-11-29,0.00185325073778567,0.179575695462087,6.31298481912535e-05,0.924672951427128,0.00115925139230199,0.0434368315675204,0.720239173404725,0.00614783916479065,19056,4914,2,561.527618291667
2021-11-30,0.00140796356881419,0.485085034886883,0.000385766191828857,0.8121444648213,0.000734832370139829,0.0530522265112311,1.91299886455053,0.00952128459917406,21102,5487,2,334.081173166667
2021-12-01,0.00134401755586126,-0.550602517220117,0.00082968622921378,0.569972341742387,0.000982577389281482,0.027143070114629,0.471521499765502,0.00554871283756905,15315,4124,2,707.544261916667
2021-12-02,0.00167861907144232,0.893978130364063,0.000322699291259007,0.882076604496063,0.0016501369366165,0.0358654335610961,1.57617866032203,0.0100759711944748,15525,4186,2,450.290786125
2021-12-03,0.0011306060493394,0.999999999504879,0.000658673531394408,0.662941257953452,0.000570140377660579,0.0180452872684314,2.28545081282025,0.00905170811686656,27894,7328,2,921.884657416667
2021-12-04,0.00114054155549369,0.0465311376063829,0.000289933764679101,0.843821709114311,0.0012680365689897,0.0229446929386671,5.24851324593626,0.0110339023813632,43110,11708,2,2755.8352625
2021-12-05,0.000859844950514894,0.0855227401172844,0.000929137104713404,0.524113479798792,0.00249047209085382,0.0478203970529494,0.720599804805105,0.00695127645864797,14913,4088,2,859.133142541667
2021-12-06,0.0013892994023811,-0.995777420092702,0.000604307350211937,0.735267514433703,0.000821156338902982,0.0255193599842005,1.39909320158731,0.00780530895487208,22965,6072,2,2086.63558341667
2021-12-07,0.00190243247141091,0.113125906747918,0.000291983973865777,0.856880587175108,0.00101491129520293,0.0158857161131083,0.589367579190007,0.00554388369203407,19176,5134,2,970.641012958333
2021-12-08,0.000896488204754307,-0.582346136489849,0.000123127416831922,0.899689242370114,0.000592391638044054,0.0530682686336671,0.896399555062237,0.00782252260195926,14649,3783,2,400.468581
2021-12-09,0.00114781421625738,-0.922334146429713,0.00116719712943421,0.487751097511594,0.000806085331579196,0.0446016544003092,0.351036437871406,0.00453361754346482,17079,4410,0,2297.47873375
2021-12-10,0.000853452183713865,-0.026144335692783,0.00018144949936931,0.930914236429781,0.00141652160027347,0.0321122584764709,1.79167933425956,0.00863643682650561,24021,6474,2,916.297737125
2021-12-11,0.00113258049136774,0.725299587887562,0.00173084305890967,0.168810540232638,0.000666641348805634,0.0411821508447308,0.383639930668092,0.00553575781977461,12519,3461,2,436.890789666667
2021-12-12,0.00180204074691856,0.999999999999977,0.00180707535275765,0.192769043232091,0.000592308993235937,1.00000227536641e-08,0.53903859815501,0.00642990333217375,13038,3415,3,345.929058041667
2021-12-13,0.00139024432394906,0.737923085307554,0.00105394738188084,0.310413809848379,0.00121641466047298,0.0634268038399013,0.984754717041264,0.00686651539435294,20886,5514,2,1036.35048533333
2021-12-14,0.00143092539930965,-0.0473125990404087,0.000234390761498472,0.847669477548972,0.00100195035482418,0.0337494963530059,1.01289602583416,0.00779333722899551,16677,4529,2,360.316023541667
2021-12-15,0.00213299775442453,-0.0784646171670848,0.000544785415951021,0.780884442727904,0.000870409489155968,0.0242240078219081,0.632481130522555,0.00523328282167604,23094,6047,2,730.3158775
2021-12-16,0.00135131758325437,0.999999999999973,0.000416301841889663,0.852601573867878,0.000711269583978418,0.00325782517096132,0.750363408764189,0.00680137955651519,16221,4356,3,443.780430583333
2021-12-17,0.000383947410583496,0.0404128927745663,0.00029998307419428,0.846560247479336,0.000748260687038513,0.0232537703074442,0.931948939494247,0.00719608029960015,17997,4655,2,405.864898833333
2021-12-18,0.00145799508314589,0.149182631113982,0.000393260992243919,0.772685982072724,0.00106478327529514,0.0406464675316467,1.01427550474213,0.0100746513336124,9993,2558,2,199.38581775
2021-12-19,0.00122639812637959,0.0107653217036691,0.000378275627547842,0.852056240045736,0.00155856856941021,0.029058675542223,0.192131317022295,0.00435613734234951,10125,2612,2,141.710830416667
2021-12-20,0.00154930926224825,-0.2347543033615,0.000258857522566949,0.885894664754467,0.0015597462724913,0.030000175786874,0.523141218163241,0.00561090815420578,16617,4515,2,210.989026708333
2021-12-21,0.00104370702962403,-0.354992937375428,0.000331091546590193,0.819289216266579,0.000603027680745623,0.0287737978278031,0.503313129770002,0.00518936811699832,18690,4939,2,215.948672166667
2021-12-22,0.00054116045700582,-0.209221520406641,0.000902894758394325,0.616001622996354,0.00127311651656567,0.0329054433891494,0.196766249197185,0.00436271697454677,10338,2644,2,215.8506325
2021-12-23,0.00167839925641129,0.999901236993044,0.000737787899063306,0.702242790187529,0.00086902625607539,0.0251601025072956,0.941859823977624,0.00782224656658882,15393,3937,2,184.546148125
2021-12-24,0.00138155726028805,-0.379999925649759,0.000265824831551689,0.794221866856706,0.00163457683129137,0.0326658465969764,0.4832127957011,0.00528302965535365,17313,4318,2,1739.22856058333
2021-12-25,0.000861540970090374,0.996145542244605,0.000515900696570284,0.752248918275542,0.000609014923241506,0.0127048496748155,0.165852873465811,0.00469595261299201,7521,1932,3,200.632044625
2021-12-26,0.00121922049283153,0.999999999932227,0.00143742219246944,0.00797854618294195,0.000866944619899417,1.00005124414007e-08,0.216336330379637,0.00451913425086983,10593,2668,3,189.653842625
2021-12-27,0.00118789081198822,0.999999999969417,8.05051445273794e-05,0.934148645544451,0.00151737752338246,0.00363326671034075,0.485780726189174,0.00631378156876768,12186,3176,2,417.527581
2021-12-28,0.00122542157319314,-0.101969954953596,0.000385027527262982,0.729491551711762,0.00171070095617647,0.0398113533685725,0.731399643432075,0.00578022270590072,21891,5534,2,568.828740375
2021-12-29,0.000819742738392186,0.338220753742914,0.000409940946030124,0.852640311217153,0.00153434471870365,0.0319738444122754,0.712052682563124,0.00651321464426525,16785,3891,2,277.915092208333
2021-12-30,0.00117152425432941,0.189762026635218,0.000619572075946118,0.544956399143031,0.000932908961926581,0.0323581010641635,0.35071476065438,0.00517042992209209,13119,3290,2,461.385700208333
2021-12-31,0.000866572104696359,0.0100089157383095,0.000252225837641509,0.768163076303084,0.000411242214986427,0.0389954189126455,2.92583474570772,0.0104693102134899,26694,6732,2,593.598469291667
2022-01-01,0.000394184425598511,-0.223051420167476,0.000221555672618238,0.800342348880487,0.000852470016732292,0.0194074849316918,0.195424015119006,0.0047159441453046,8787,2330,2,320.447912083333
2022-01-02,0.00162536612814093,-0.084158027632464,0.000239874496344343,0.809996022786131,0.000586060068773126,0.0225892950206913,0.253407502517612,0.00546105971225747,8497,2257,2,447.886395125
2022-01-03,0.000972937986281449,0.777968782295973,0.000676559532949607,0.5119375972711,0.000398633075601869,0.0285620519366778,0.314500878707549,0.00506587271829887,12255,3206,2,401.118060458333
2022-01-04,0.000793340966793575,-0.136889108110915,0.000633708258059706,0.466526924968316,0.000642535352962272,0.0242483476100976,0.226155097910839,0.00422855771402398,12648,3347,2,686.421692916667
2022-01-05,0.00150330276407394,0.189955185562658,9.50930938843384e-05,0.93657986477881,0.000833937577603845,0.0155108383350891,0.366476165641247,0.00437677309002613,19131,4971,2,1370.47397475
2022-01-06,0.00113098325504856,-0.0143639145979271,0.000165291243673965,0.872556869215655,0.000827679847962317,0.0254903975714503,0.486806375333535,0.00525102719696377,17655,4397,2,441.39637225
2022-01-07,0.000952822121328046,0.354043116572409,0.00021527007452297,0.804054506375918,0.000975351569856819,0.0421146803982218,1.72962989413229,0.00838204923971426,24618,6294,2,464.078294
2022-01-08,0.00090291481897761,-0.320186730995432,4.42573015570491e-05,0.979499255120101,0.000646886082725519,0.00583806015135917,0.391987857643393,0.0060917583503961,10563,2751,2,542.662268875
2022-01-09,0.000782400396573319,-0.54294026293671,0.000278608074182697,0.828465981778068,0.000573903521676579,0.0176839657587805,0.101435161949717,0.00342105349407359,8667,2324,2,189.237631
2022-01-10,0.000268846291757128,0.116171452150551,0.000210668552997666,0.870304018440148,0.000616133651076961,0.01777773107263,1.1529458204825,0.00820472068353711,17127,4292,2,751.822625333333
2022-01-11,0.000955760104258663,0.0752004400018686,0.000169846440308998,0.880692355046737,0.000973411615719934,0.0281743654410392,0.192463394689682,0.0034745828237541,15942,4025,2,282.980980791667
2022-01-12,0.000758146865499937,0.284196520232137,0.000108859578409067,0.883464119234263,0.00121520158011034,0.019433417884947,1.02476152416078,0.00808551394975167,15675,4008,2,288.359073791667
2022-01-13,0.000947836863419007,0.0800185581889372,0.000187446195509565,0.859295664212429,0.000535190383626709,0.0297299472491714,0.229528713759982,0.00413810305315641,13404,3315,2,297.616840833333
2022-01-14,0.000955755967297273,-0.265672285165687,6.1871766512574e-05,0.955503516996241,0.000764064001618446,0.0240645746434539,0.233355589568357,0.00406817426044641,14100,3688,2,428.487690041667
2022-01-15,0.00124796491776489,0.747167927995053,0.000232500210637921,0.848045917348273,0.000297699353159955,0.0178679415145759,0.129796128808491,0.0044407050749994,6582,1772,2,253.666211375
2022-01-16,0.000305874896793833,-0.434884523094653,0.000248813774864477,0.869093983321919,0.000402705497086164,0.0222659705443406,0.167587486656273,0.00478285634368168,7326,1826,2,222.241814625
2022-01-17,0.000843581706752214,0.872332593241884,0.000323030344804664,0.771126727138978,0.000278809693431366,0.0249008819924027,0.28893819627026,0.00495677057294134,11760,3029,2,399.733574333333
2022-01-18,0.00080058059257858,0.999999999966854,0.000379002952877041,0.697183774906704,0.000477317705417367,1.0026739556175e-08,0.428752244942998,0.0060675702130094,11646,2951,3,139.776294791667
2022-01-19,0.000659166279850961,-0.0884929787684981,0.000222647968644104,0.864335353456422,0.000304704786139528,0.0191149837267986,0.381595044556508,0.00566466084499105,11892,3010,2,583.321408333333
2022-01-20,0.000935797946896151,-0.656079145103595,0.000188518530509118,0.849476891635982,0.000316923505013935,0.0181130965654389,0.516804779598604,0.00522171089007537,18954,4588,2,1258.58218266667
2022-01-21,0.000734312456700413,-0.911525757746347,0.00070402546145484,0.469980838633974,0.00133412766396562,0.0200962266258,3.7904431949785,0.00964003900102176,40788,10105,2,886.569652041667
2022-01-22,0.000746275388517095,-0.470293748082937,0.000141148479522884,0.843631284082314,0.00137759477179695,0.0223159148510158,1.60702017762272,0.00701373562210047,32668,7977,2,1306.70905595833
2022-01-23,0.00137376298464555,0.007907735860452,7.14955620924415e-05,0.937274841076897,0.00124140677528708,0.0212477766942208,0.736255589125666,0.00650096401308748,17421,4291,2,450.416692458333
2022-01-24,0.00128384985187471,-0.0942429548080466,0.000257266381172028,0.77112335287381,0.00236611749045541,0.0285291250120788,2.45970593837156,0.0078536124251433,39879,9527,2,407.226320791667
2022-01-25,0.000729653162381139,-0.123896634473931,0.00094823589535201,0.308592876723903,0.00246308102876353,0.0202071864290757,0.636414918902265,0.00524238639786754,23157,5904,2,1054.01093741667
2022-01-26,0.000819381492514271,0.249684737075283,2.78858512362233e-05,0.971803692457563,0.00167637642712361,0.00380657491698753,0.708812235931462,0.00486052590362841,30003,7594,2,572.981587958333
2022-01-27,0.00095491168097392,-0.110674473597619,0.00011736257011631,0.871007327341554,0.00162556043562567,0.0217094529482063,0.342780871152976,0.00424390911336146,19032,4759,2,165.867524833333
2022-01-28,0.000943606786074412,-0.148131851471666,0.000226837857641304,0.822482366600161,0.000849348915010273,0.0228278413346724,0.448621693070344,0.00470891365255149,20232,5143,2,227.8649615
2022-01-29,0.000799843338848394,-0.147568078078502,0.000199869134239638,0.803506970112817,0.000911770367029151,0.0199937801761577,0.463059947377532,0.00643716799193393,11175,2872,2,219.111966
