date,BS,SV,SVJ,SVCJ
2021-12-16,0.0195131146759655,0.00680137955651519,0.00465024660749418,0.00693247983942285
2021-12-17,0.0219840500049695,0.00719608029960015,0.00529205990325298,0.00673157409442972
2021-12-18,0.0228170597450656,0.0100746513336124,0.00521778346090113,0.00724040199670861
2021-12-19,0.0180411542477057,0.00435613734234951,0.00652589782763129,0.0047099437329125
2021-12-20,0.0155217806902296,0.00561090815420578,0.00600560291037788,0.0064390989497507
2021-12-21,0.0196157897562527,0.00518936811699832,0.00399022026256015,0.00520192170837613
2021-12-22,0.0200591828865315,0.00436271697454677,0.00539409390570567,0.00422827467403334
2021-12-23,0.0256460443221046,0.00782224656658882,0.00624658293474874,0.00486672474854211
2021-12-24,0.0226786923384431,0.00528302965535365,0.0059169394791545,0.0108585284500364
2021-12-25,0.0192411101251569,0.00469595261299201,0.00538675711791797,0.00634511018020376
2021-12-26,0.0214514566689335,0.00451913425086983,0.00454189901693248,0.00862166871503134
2021-12-27,0.0207151324349008,0.00631378156876768,0.00499689156679794,0.00661770878080848
2021-12-28,0.0232497141671981,0.00578022270590072,0.004613254796948,0.00427851922875615
2021-12-29,0.0180118787445774,0.00651321464426525,0.00536452308175254,0.00408306606127438
2021-12-30,0.0184712457753982,0.00517042992209209,0.00605965985180834,0.00601974761768495
2021-12-31,0.0231630907076958,0.0104693102134899,0.00649936344752788,0.00886228174547953
2022-01-01,0.0166284399349068,0.0047159441453046,0.0047488906450982,0.00481367627686177
2022-01-02,0.0206019155723863,0.00546105971225747,0.00464549490622483,0.00560321367209148
2022-01-03,0.0170999102097048,0.00506587271829887,0.00403782997785411,0.00511023492870613
2022-01-04,0.0186754559051036,0.00422855771402398,0.00426462188023468,0.00379505521431705
2022-01-05,0.0204416475766285,0.00437677309002613,0.00466949879694871,0.00912113374092758
2022-01-06,0.023313175424132,0.00525102719696377,0.00743376309205074,0.00749421114098496
2022-01-07,0.0191241084595433,0.00838204923971426,0.00714367452732433,0.00987886904689811
2022-01-08,0.0169649269866652,0.0060917583503961,0.00560308507398831,0.0100999372906293
2022-01-09,0.017801646270252,0.00342105349407359,0.00754480429139333,0.00599983415367704
2022-01-10,0.0188387108162891,0.00820472068353711,0.00678022509674691,0.00786822307061087
2022-01-11,0.0152317356780587,0.0034745828237541,0.00412450566904481,0.00716129679554604
2022-01-12,0.0163795799206612,0.00808551394975167,0.00442991148021071,0.00538496644924783
2022-01-13,0.02253431370084,0.00413810305315641,0.0036322439532841,0.00317221470700697
2022-01-14,0.0233363016466722,0.00406817426044641,0.00628519994058379,0.00906667697697281
2022-01-15,0.0176239331523708,0.0044407050749994,0.00414937261854728,0.00860120364326379
2022-01-16,0.0153525920799833,0.00478285634368168,0.00405792131887583,0.00634954135875278
2022-01-17,0.0195176618399968,0.00495677057294134,0.00397095418875637,0.00861183519531821
2022-01-18,0.0171827061333545,0.0060675702130094,0.00496039669886942,0.00872123672800879
2022-01-19,0.017247223262255,0.00566466084499105,0.0043291850660072,0.0105706111428355
2022-01-20,0.0150458892690499,0.00522171089007537,0.00440740159930524,0.0068350006671274
2022-01-21,0.0241195005666058,0.00964003900102176,0.00534474057009625,0.00651398294679954
2022-01-22,0.0261100536773355,0.00701373562210047,0.00841831446675462,0.00977304320097039
2022-01-23,0.0188122225177707,0.00650096401308748,0.00443987313998206,0.00956489678265448
2022-01-24,0.0217649125020064,0.0078536124251433,0.00733914415679133,0.00734084944073604
2022-01-25,0.0212040506430509,0.00524238639786754,0.00543347445679179,0.0102356722200248
2022-01-26,0.01984880497494,0.00486052590362841,0.00390878919029275,0.00545895604406295
2022-01-27,0.0161045479303765,0.00424390911336146,0.00659656689598382,0.00554539153850002
2022-01-28,0.0139692146355706,0.00470891365255149,0.004855832061318,0.0095222078291889
2022-01-29,0.0150996990452264,0.00643716799193393,0.00485884881112142,0.00623929565675227
