LL
225.602604434934
218.516320679691
241.576938946432
183.72848016306
192.077409392337
147.620833937139
188.904376617632
160.956089089841
160.016453630471
133.847247544001
75.2802443859518
140.814424326056
143.708191590844
162.135414474358
210.89068593856
215.159484431683
179.226627657633
176.268603378168
171.152705566091
192.529757190783
210.859425214428
190.219374662261
175.781286652476
210.549947114354
229.253814043114
226.154101969504
242.607955312075
229.946309748579
238.878354766531
230.134673723787
199.940314056719
215.879553220594
214.141014063302
246.28923429404
233.974951171869
251.900400810791
222.843750168934
245.599582302617
259.769244553762
272.052174170546
227.806633075888
252.220015616999
259.037786788602
270.917162534257
252.370084459699
194.194302949844
250.338836052948
272.194109610482
252.834585650663
244.668937196077
266.418310335404
265.045507952894
283.549393728887
297.759578634491
274.470503296343
270.127318933246
280.434772234663
297.65241221959
277.762991193778
274.245914271761
330.291672743161
255.228632735308
293.858272756675
268.988431079396
295.593932673626
266.215503416741
299.72841989461
291.165300523947
284.423963198531
292.062023118612
326.735894346167
292.8665712257
318.573925124074
274.113974064471
276.203871024478
291.765574981956
310.141197655993
300.734005801325
306.04991580529
281.270559737621
290.877666941676
300.145554073206
278.339287294552
321.464304229073
315.570520622004
297.106248122328
310.780116605365
326.029496306035
292.575044221792
310.531664745175
288.463690237348
325.226519735585
307.368136530648
307.494468750031
307.182783137727
279.427672938349
308.872944899816
281.055885392503
324.631833628566
348.134983088334
321.47482703036
343.135253045413
315.485279785201
357.359218988279
318.095761700949
296.646946261519
355.98087125482
330.792826430753
302.879150416949
335.969225508307
344.448571433112
312.499044192478
329.562595693288
320.298366265333
320.589423342559
326.490887677235
310.622697134962
310.195333870991
305.633150585382
274.411848437354
308.68381612878
302.419211612286
317.760863611322
331.20829853175
310.200970691202
323.978768445235
319.716458284215
358.436155829368
295.816703831316
331.138618985045
319.388706119025
327.180495047163
349.665534788829
314.668538788712
307.067329973206
349.405909464175
306.612399539519
319.473558058465
366.352328483009
323.94631656072
339.433134613368
310.470911192767
356.195085985739
362.973378064913
376.23644819113
336.27321468399
336.447614363351
357.002388361828
350.411403848763
