V,J,ZY,ZV
0.000798447824222595,0,-0.085091797547292,0.0816396745463171
0.00417661020544466,0,-0.235754882258335,0.0198384337663825
0.00508007461230556,0,0.0493070778227707,0.0456406548605653
0.00366155726079287,0.00018,-0.168448138023967,0.000456142879328555
0.0031271545931961,0,0.349870379208252,0.00822509713748222
0.00204226085235769,0,-0.0895938666122411,0.0813556092733739
0.000601928773242958,0,-0.310567101463765,0.000488148239288499
0.00193497403203147,0,0.158829432529321,0.0973860062067675
0.00763013543368402,0,0.336090789319756,0.077608717746329
0.00217249729566471,0,0.24071432489276,0.0183985157788385
0.00474097167670728,0,-0.0819236454009112,0.058968835843196
0.00285728280091372,0,0.12398487745189,0.0126545342738718
0.00337006416342832,0,0.30288985703546,0.0446195747629377
0.00400446696182761,0,0.165814239781813,0.00523259484719344
0.00759164251090683,0,-0.0270519350251347,0.0433960275594952
0.00376438965835016,0,0.0733419967145891,0.0201091860784568
0.00673428509351703,0,-0.34709926098369,0.015742110230882
0.00287694005743013,0,0.127513892378373,0.30544861274354
0.00120221025655537,0,-0.3938622156129,0.10666592528558
0.00385740864755974,0,0.035244567025516,0.0770568672183853
0.00762982871830637,0,0.481845688410685,0.0654357712701668
0.00134697866933905,0,-0.480835278049494,0.0436575794339448
0.0041810817593817,0,0.0662448242984433,0.0312366131242354
0.002376815251732,0,-0.175078690266673,0.0615091962140753
0.0101473183188049,0,0.467764463426027,0.0267124937288331
0.00241658589761992,0,-0.0985104709273511,0.0934446575337573
0.00150274574019024,0,-0.461589672397695,0.0239314903396917
0.00112894109828448,0,0.072902827709762,0.0315327248555776
0.00522188503960619,0,0.371718680725793,0.00790008414834706
0.00317949724845298,0,0.0950908494323763,0.0328520239106095
0.00368995164717985,0,0.375996335424209,0.0157824388675255
0.00810676393839603,0,0.550280735114125,0.063540959021228
0.0104263569142103,0,0.390654031719661,0.0882620398054755
0.00238738647124618,0,0.220861115211097,0.0313849051995753
0.00223435507736303,0,0.251949121680225,0.0379188772225881
0.0028076422737566,0,0.21587044430387,0.0387553642176046
0.00343399425364672,0,-0.162557930942011,0.00426013029649935
0.00762013912320664,0,-0.632646586868904,0.00205677666790353
0.00313838663005212,0,0.181681951387245,0.0361038473729574
0.00215024181867796,0,-0.420774827665125,0.113278707683999
0.00219524094273795,0,-0.544804085850303,0.0147807478305532
0.00850059679048578,0,-1.10038604111683,0.00382287983905151
0.00142725657911133,0,-0.0432820463861928,0.0993970359371035
0.00231924088455655,0,0.0865236162900095,0.0464003970307268
0.00519191772446349,0,0.0854976393465875,0.0245797070379779
0.00523853388226873,0,-0.049093435198123,0.0656323545358933
0.00298399074800448,0,-0.0292439497845872,0.0543205590174672
0.00383415509524746,0,-0.0150260550323078,0.040537728740855
0.0029819789224927,0,-0.132582377306773,0.00164587470673997
0.000602013397995977,0,0.4999123144077,0.0366887171758686
0.00374882266493871,0,0.251484231192526,3.33971211601444e-05
0.00084768689413985,0,0.619229805684114,0.0141517303479656
0.00356927127323459,0,-0.431848939941447,0.0295731330546143
0.00310633494008267,0,-0.252368231732711,0.141031391084649
0.00357675544336144,0,-0.31507955779486,0.0203025341249995
0.00340457223749972,0,-0.58498000035697,0.0376606543437011
0.00882777409486532,0,-0.981411308095754,0.0388735941731428
0.00331154879453493,0,0.129179731999737,0.0437917743345504
0.00341148466285401,0.00134,-0.0277916120900335,0.00949454146223577
0.00487466227281843,0,-0.359080110263836,0.121403696567521
0.00184590328620758,0,-0.577413450242541,0.00679705423231807
0.00415867293358613,0,-0.22709775662027,0.00374054761949403
0.00498884795361172,0,-0.111983674836583,0.029646685831267
0.00327772124837754,0,-0.434238291363657,0.0750618151414524
0.00811628825739861,0,0.729612314152205,0.0174059682416245
0.00384149271449165,0,0.213166656462465,0.152202587838459
0.00573464750218331,0,-0.309723652764689,0.0797582474465567
0.00324873059329899,0,0.353461037733491,0.0230402380094763
0.00240158730013219,2e-05,0.137142696393504,0.0162429400599092
0.00456428189682762,0,0.12903622141426,0.201722957721543
0.00178753949700899,0,0.247278682928024,0.0969470402369778
0.00174131910103432,0,-0.204686625320348,0.00330539204025188
0.00527029918247215,0,0.0780624685120316,0.0716978083428009
0.00230721407940152,0,0.135294455778693,0.0277841928399013
0.00347730076487537,0,-0.201874527125959,0.0345107131792642
0.00406906708934314,0,-0.0196190040512577,0.0220197058234724
0.00559173906256015,0,-0.321948510373097,0.0673599786764416
0.00212461678985851,0,-0.273449686994457,0.00665063084983433
0.00477312886575281,0,-0.281773312863575,0.0800085532409849
0.00455702659405932,0,-0.18659326287782,0.194059962464806
0.0126764687319634,0,0.256278506083755,0.0810988133494858
0.00519305548872019,0,-0.495164055252636,0.00201487487969042
0.0033821527662132,0.00054,0.066716554769916,0.00943753491994342
0.000710138043949643,0,0.493481580630333,0.00425328945846315
0.00423428381312352,0,0.148621292557499,0.0135035584201321
0.00374113613477427,0.00034,-0.110231318080465,0.000283309816223815
0.00374110237134099,0,-0.0390245098565658,0.0650935610228498
0.00084992069942024,0,-0.0120677229236121,0.106545665450872
0.00243162978121276,0,-0.140989429478329,0.0560326813038129
