date,mu,rho,alpha,beta,V0,sigma_v,lambda,mu_y,rho_j,sigma_y,mu_v
2021-11-01 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-02 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-03 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-04 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-05 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-06 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-07 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-08 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-09 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
2021-11-10 00:00:00,-0.000487204471114691,-0.97111322533959,0.0038166206126955,-1.0729669149978,0.00295128272287235,0.000360314105208919,0.0165128253868129,-0.0370824659285735,0.156103545218256,0.00332326170507566,0.154513703252102
