acceptV0,acceptrho,accepts2V,acceptV_1,acceptV_2,acceptV_3,acceptV_4,acceptV_5,acceptV_6,acceptV_7,acceptV_8,acceptV_9,acceptV_10,acceptV_11,acceptV_12,acceptV_13,acceptV_14,acceptV_15,acceptV_16,acceptV_17,acceptV_18,acceptV_19,acceptV_20,acceptV_21,acceptV_22,acceptV_23,acceptV_24,acceptV_25,acceptV_26,acceptV_27,acceptV_28,acceptV_29,acceptV_30,acceptV_31,acceptV_32,acceptV_33,acceptV_34,acceptV_35,acceptV_36,acceptV_37,acceptV_38,acceptV_39,acceptV_40,acceptV_41,acceptV_42,acceptV_43,acceptV_44,acceptV_45,acceptV_46,acceptV_47,acceptV_48,acceptV_49,acceptV_50,acceptV_51,acceptV_52,acceptV_53,acceptV_54,acceptV_55,acceptV_56,acceptV_57,acceptV_58,acceptV_59,acceptV_60,acceptV_61,acceptV_62,acceptV_63,acceptV_64,acceptV_65,acceptV_66,acceptV_67,acceptV_68,acceptV_69,acceptV_70,acceptV_71,acceptV_72,acceptV_73,acceptV_74,acceptV_75,acceptV_76,acceptV_77,acceptV_78,acceptV_79,acceptV_80,acceptV_81,acceptV_82,acceptV_83,acceptV_84,acceptV_85,acceptV_86,acceptV_87,acceptV_88,acceptV_89
0.03529,0.36859,0.16781,0.00838,0.00754,0.01696,0.02354,0.0199,0.01076,0.0044,0.00588,0.01212,0.01996,0.01506,0.0252,0.01694,0.01416,0.01684,0.01862,0.0163,0.01296,0.00668,0.0063,0.01266,0.01126,0.0082,0.00926,0.01054,0.01742,0.00912,0.0074,0.00854,0.0163,0.01118,0.0119,0.0196,0.0173,0.01372,0.01492,0.0127,0.01568,0.0141,0.00958,0.00758,0.00992,0.01074,0.00848,0.0128,0.01752,0.02198,0.01918,0.01378,0.00684,0.0041,0.00626,0.00534,0.01202,0.01114,0.00924,0.01252,0.01972,0.01796,0.01536,0.0167,0.01118,0.01742,0.01618,0.01436,0.02032,0.02104,0.02312,0.0166,0.01172,0.01268,0.01122,0.0104,0.01896,0.01862,0.0146,0.01606,0.01428,0.00884,0.01258,0.01266,0.02592,0.0152,0.00762,0.00574,0.01626,0.01376,0.00654,0.01062
