V0,mu,mu_y,sigma_y,lambda,alpha,beta,rho,sigma_v,rho_j,mu_v,LL
0.00295128272287235,-0.000487204471114691,-0.0370824659285735,0.00332326170507566,0.0165128253868129,0.0038166206126955,-1.0729669149978,-0.97111322533959,0.000360314105208919,0.156103545218256,0.154513703252102,472.40186290238
