date,mu,rho,alpha,beta,V0,sigma_v,lambda,mu_y,rho_j,sigma_y,mu_v,SSE_SVCJ,RMSE_SVCJ,n_obs,n_contract
2021-11-29,0.00129228684772243,-0.859079383052346,0.00336057190630354,-2.18447398070902,0.000733671009250471,0.0757306660147323,0.0067,0.00990299060168519,3.71165397140674,2.52470063879664e-14,0.0349015853848954,0.652104800367618,0.00584982435834526,19056,4914
2021-11-30,-0.000856915441893349,-0.882322955371632,0.00298332753214044,-2.19658668514204,0.00298171085241553,0.0680735182804026,0.0067,0.263193304192193,-1.05758241302924,3.21562244643809e-14,0.00142832903532665,1.52676921032671,0.008505990380306,21102,5487
2021-12-01,-4.34183612017097e-05,-0.914030039930079,0.00284088433773804,-2.1157366700013,0.00197807497439981,0.065421810577394,0.0067,0.167280492866943,-1.05217920780325,2.21003691411321e-09,0.00217823957754551,1.6827115539232,0.0104820526743534,15315,4124
2021-12-02,0.00112719908710028,-0.841219592720305,0.00302171870592239,-2.14209944860315,0.000861430323534838,0.0745478638533127,0.0067,0.14915696828127,-1.04151716313044,3.76746317836502e-14,0.00297558231246657,0.843708820409669,0.00737191790630973,15525,4186
2021-12-03,0.00158914156006384,-0.846635213703684,0.00205647143578131,-2.09098113611156,0.00115670542670851,0.0611846199611536,0.0067,-0.0554074210332481,-1.06402973231121,0.192693478187296,2.22044604925031e-14,3.66099571751311,0.0114562956315519,27894,7328
2021-12-04,0.00363189013195796,-0.941990808482403,0.00268273754837393,-2.35133517347104,0.00254759080165617,0.108245760707937,0.0067,-0.2760728181163,2.49981087930388,0.237684953855425,0.0153028153099756,3.92319431927028,0.00953961611162556,43110,11708
2021-12-05,0.000698647236293539,-0.948455041803226,0.00308937631120625,-1.74895229128696,0.00210630941248117,0.0546514337165358,0.0067,0.173001763513716,-1.0587997232193,4.44575527709576e-14,4.44089208630975e-14,2.12887883464577,0.0119479380791938,14913,4088
2021-12-06,0.000750490430196445,-0.882575760540526,0.00286439495380831,-2.15254411713824,0.00289863284380812,0.0638442269270225,0.0067,0.0235677811074632,-1.13316283234731,0.211587761917152,0.00468289326774766,3.08015310656134,0.0115811830882117,22965,6072
2021-12-07,-0.000928534037542786,-0.887705974299885,0.0025663147491861,-2.03682268394294,0.00119659459587402,0.0675280760055601,0.0067,0.407018095107795,-1.03148434510147,3.12695234438872e-14,0.000345816950276953,1.35912125066826,0.00841879803412556,19176,5134
2021-12-08,0.00113568445786253,-0.898262871442751,0.00266239635699343,-1.51937442769254,0.00112575110171136,0.0353058941644523,0.0067,0.128825503307219,-0.88346306478997,0.00274526906632541,0.0583587759438785,0.63351328224021,0.00657618273881656,14649,3783
2021-12-09,0.00180578037081947,-0.857604260187336,0.00394447041758426,-2.11721486979442,0.00254255206756262,0.0776017679327516,0.0067,-0.0910087145062778,-1.05731701159886,4.17319839611561e-14,0.014669165330132,1.37532111712664,0.00897368532690503,17079,4410
2021-12-10,1.61523764377563e-05,-0.834672016899226,0.00317816549961919,-1.86493623177601,0.0011569097726554,0.0636574435330446,0.0067,0.310925817779639,-1.0588,0.258250319271561,4.32771555129546e-14,0.875066664410002,0.00603566362847341,24021,6474
2021-12-11,0.000588552417548455,-0.827910885438237,0.00416619019188899,-1.99213457864449,0.00132189293067706,0.0741598082900346,0.0067,0.16945444246747,-1.07871579474535,2.47109161898636e-14,0.00274483941971019,0.603936913736581,0.00694561918245367,12519,3461
2021-12-12,0.00144188619089288,-0.973716692395342,0.00445929587696165,-3.27355462544285,0.00173212226631967,0.129003119064949,0.0067,-0.00224642883936117,-1.05879999999998,0.00210668588510719,2.21160544388304e-06,0.7327560153051,0.00749677036003105,13038,3415
2021-12-13,0.00235413035349278,-0.888252738582639,0.00396795009008534,-2.35332377992952,0.000997769157598494,0.0833442038478766,0.0067,-0.094386258780424,-1.04845393667365,0.0566861109535923,0.00413289246224268,1.03297542894969,0.0070326233578371,20886,5514
2021-12-14,-0.00186771181504994,-0.903122878593283,0.00288746008998993,-2.1661239321277,0.00173172660928735,0.0606567070697825,0.0067,0.387640223647856,-1.0588,1.53497554854968e-07,3.84699874186383e-14,0.77930528707657,0.00683588655776814,16677,4529
2021-12-15,0.000686010432390087,-0.900569598402753,0.00311279895674068,-2.11621073946249,0.00252967499468053,0.0627635775608312,0.0067,0.124132802315627,-1.05879316110582,0.0302910528953545,1.41526588106488e-05,1.57714587011551,0.00826392469054807,23094,6047
2021-12-16,-0.000580471879688414,-0.926491176318911,0.00256042563339488,-2.28885242796871,0.00196030985585948,0.0582399455631727,0.0067,0.289827273083912,-1.05874963508803,0.000941189088109383,0.00161310140986672,1.06947235542844,0.00811981191312314,16221,4356
2021-12-17,0.0016027668456492,-0.916434425831263,0.0034375408655339,-2.82334383363315,0.00190616229844599,0.0997092155622074,0.0067,-0.0919348773509015,-1.05880000034533,4.1186029579503e-14,1.99973808184224e-08,0.711095704193232,0.00628584936318554,17997,4655
2021-12-18,0.00249912437481383,-0.88925908604355,0.00443646653080867,-1.98625763264932,0.00155731057890694,0.0727629888583962,0.0067,-0.0547409074460304,-1.05615163816828,0.146564408499315,0.000562245162095126,1.08573383009554,0.0104235040948754,9993,2558
2021-12-19,5.06584347739694e-05,-0.892179404827391,0.00269297807165953,-2.06613028120974,0.00249856580040391,0.0603226541061268,0.0067,0.101007000902618,-1.05879999999992,0.0208169210565081,1.03892020590783e-06,1.18528458728243,0.0108196647093594,10125,2612
2021-12-20,-0.00152171142197573,-0.827195134283122,0.00273682057614952,-2.26233964981789,0.00149654821104829,0.0660517027151719,0.0067,0.32436152941238,-1.04113237388763,0.178197234322474,3.23043822561643e-14,0.519231579483974,0.00558990258067217,16617,4515
2021-12-21,8.99787266471967e-05,-0.890966126279853,0.00268137112671706,-2.10487851179618,0.00160941688609295,0.0637194719240464,0.0067,0.201275788689643,-1.05879999999547,0.222054199057331,3.11560149298744e-06,0.735038767041748,0.00627119740637072,18690,4939
2021-12-22,0.000650162825652101,-0.903075332828028,0.00262637834996331,-2.15281408910175,0.00239857927795418,0.0659848834214155,0.0067,0.0857193374124069,-1.05880018704288,9.5434629086011e-08,7.95372437569548e-08,1.08285461051447,0.0102345042593265,10338,2644
2021-12-23,-5.31508316712445e-05,-0.868669334581834,0.00275455332615673,-2.0937626831949,0.00129985963127454,0.0619350918832627,0.0067,0.0754588700949749,0.487805079990932,0.264883257716405,0.0137684455451154,0.405501900168526,0.00513256918421461,15393,3937
2021-12-24,0.00105930887934408,-0.787778156494771,0.00328596299994387,-1.82171227051566,0.000776223822019004,0.0590280301008302,0.0067,0.127786191628461,-1.0588,3.00638473025235e-05,1.49897389384851e-07,0.726869086128596,0.00647950657356513,17313,4318
2021-12-25,-0.000941971598763434,-0.945260986098406,0.00204207105818939,-2.10881311974445,0.00118408892857958,0.0523278441045849,0.0067,0.287097944235222,-1.05995306312197,0.137540244325757,0.000738530241251501,0.210417167970514,0.00528935591497506,7521,1932
2021-12-26,-3.60269083218955e-05,-0.892198607882583,0.00250155711771977,-2.06609806430416,0.00249997597793091,0.0603817692970158,0.0067,0.101002544734437,-1.05880000010217,0.0212000003551338,2.55354455553623e-05,2.14395750129529,0.0142265174204115,10593,2668
2021-12-27,0.00230389157856899,-0.918622367399271,0.00273882476601051,-1.81728852393521,0.00117978306280309,0.0601296449092154,0.0067,-0.0985068176633548,-1.05880000539091,0.169843718394987,2.7972929175591e-05,0.16403022938485,0.00366886185334598,12186,3176
2021-12-28,0.000658696420541451,-0.925251548327931,0.00341056081368514,-2.23180824830671,0.00151513511047475,0.0789431001943708,0.0067,0.126775870911651,-1.07768321141823,2.29182282633327e-14,0.0014824107446524,0.799706109072,0.00604411064924849,21891,5534
2021-12-29,5.98261738458472e-05,-0.930885050308777,0.00305190702457914,-2.43053509397382,0.00121612643954565,0.0791638927615098,0.0067,0.0704770008584456,-1.05879994884271,0.199243598891266,3.88578273122023e-14,0.435188316400852,0.00509187742902463,16785,3891
2021-12-30,0.00079836265382583,-0.931415045636147,0.00277001550934939,-2.04063896760252,0.001165474847885,0.0575223444497137,0.0067,0.154222285276742,-1.0588,0.199829617288476,2.2772836540682e-13,0.318696324948465,0.00492876556614138,13119,3290
2021-12-31,0.000191348227209594,-0.88079516551142,0.00289094118681334,-2.27577639626962,0.00211083704211901,0.0704517032204811,0.0067,0.118095529597599,-1.05880000000529,0.0249538304321548,3.41698419379952e-06,2.12429007169636,0.00892072356353419,26694,6732
2022-01-01,0.00224308312672846,-0.874056552298648,0.00226740839382812,-2.95693880636104,0.000443278956023221,0.0969941711289233,0.0067,-0.182251714228432,-1.05900291194869,3.07697515027849e-14,3.52407048018032e-14,0.305318743699919,0.00589462823685664,8787,2330
2022-01-02,0.00218436982238417,-0.882151802453488,0.00266896221783523,-2.27049579588111,0.00122107639945846,0.0710764714303974,0.0067,-0.119532310016765,-1.05896803576889,0.00322422693772286,0.000328602347909174,0.162701506558756,0.00437585555862227,8497,2257
2022-01-03,-0.000209163832960541,-0.889513841631222,0.00242533976661605,-2.26810282558972,0.0015911198617027,0.0666485025971414,0.0067,0.148097265976185,-1.0588,0.0108485795562047,3.88527250660369e-14,0.555115581564555,0.00673030973129135,12255,3206
2022-01-04,-0.000652457141826746,-0.875608385071588,0.00145281089844741,-2.35980827757229,0.00152979923583666,0.0518394017629521,0.0067,0.284268322345145,-1.05832825192735,0.00697063107202693,1.0458945489131e-05,0.497579070364526,0.00627220325802945,12648,3347
2022-01-05,0.00236798278097075,-0.878556739019569,0.00231930727975931,-2.27108688034448,0.000576249353961211,0.0703812931562508,0.0067,-0.168042807143381,-1.05927391085507,0.00130858927536993,0.000825858031178406,0.832217704969521,0.00659552908161842,19131,4971
2022-01-06,0.000863967300337181,-0.924077353042149,0.00135669427173099,-1.42694732039122,0.000333421490521147,0.0285820387917509,0.0067,0.0138086715246744,-1.05211520953609,0.35978941591701,0.00118594122422743,0.397895451832775,0.0047473431692859,17655,4397
2022-01-07,0.000729976315794285,-0.880533622322434,0.00261411186424659,-2.54433321122398,0.000942028484910038,0.0744061087197375,0.0067,0.027097649049735,-1.0588,0.0824427008232485,4.88753120868949e-14,3.28277865257806,0.0115476713869105,24618,6294
2022-01-08,0.00109316159007479,-0.910311429815767,0.00255726227857897,-2.4492318541552,0.000904637329149799,0.07438772806559,0.0067,0.0183931277993148,-1.0588,0.00571179052778609,2.30212170111661e-09,0.190022049407472,0.00424139147321167,10563,2751
2022-01-09,-0.00181377164204954,-0.945977440945659,0.00128536920932021,-2.42431867584268,0.00209386301248309,0.0517854136737354,0.0067,0.345796189914394,-1.05936932660627,0.0299888506129856,0.00255001161712339,0.537042953417899,0.00787172861511934,8667,2324
2022-01-10,0.00138652775232171,-0.863614996334138,0.00280233549217452,-2.04407874854573,0.00193685777394074,0.0519846769559774,0.0067,-0.0236659111318212,-1.05475665666258,3.64723137836427e-14,0.000941426187334652,0.726960503460292,0.00651500508541131,17127,4292
2022-01-11,0.000405181926020809,-0.841107276105727,0.00227435037197052,-2.1571011802308,0.00178847153170573,0.061337522351349,0.0067,0.135498931591561,-1.05778933167051,0.128072544386379,0.000524088740895693,0.209645442570494,0.00362636329704688,15942,4025
2022-01-12,-0.000341149585118608,-0.882955276278668,0.00255606387282011,-2.07487982386701,0.00132950136974618,0.0556584329228303,0.0067,0.169095067077803,-1.05770819988004,0.140501414021619,0.000974437574255937,1.30596253357615,0.00912770475900362,15675,4008
2022-01-13,0.000753025140146257,-0.883203218797637,0.00229311979413993,-2.03526279699461,0.00184200839096344,0.0553289726031869,0.0067,0.0719575772684498,-1.05880331818791,0.0101844079732614,4.33128801763233e-06,0.656396961161864,0.00699787323898018,13404,3315
2022-01-14,-1.97340984357027e-05,-0.873851154161632,0.00170747756458356,-2.26390924616566,0.000910046713868751,0.0591913360315512,0.0067,0.150209262816652,-1.12903090078886,0.0052415248655864,0.00344171647311034,0.904681429365872,0.00801010633519466,14100,3688
2022-01-15,0.000271557135211304,-0.907799274160391,0.00106376587144625,-1.9935115173406,0.000396027814952903,0.0352797337535973,0.0067,0.0661086528418031,-1.0588,0.369438147999166,3.92644130211469e-14,0.323884365872616,0.00701481227762218,6582,1772
2022-01-16,0.00231394240543823,-0.843168655763103,0.00151868755652678,-2.18381710976197,0.000351927473575914,0.048550683023436,0.0067,-0.209814454686564,-0.897506073082199,0.00031660014751918,0.00536941039299323,0.318387048276617,0.0065924104506344,7326,1826
2022-01-17,0.000959439760320238,-0.864229511574562,0.00205328406249508,-2.02095121503932,0.00114227468537846,0.0527398131398129,0.0067,-0.0201799894648473,-1.05872286311816,0.0192702213670865,0.000115364233967655,0.600359196080403,0.00714499489486545,11760,3029
2022-01-18,-0.00115199489121174,-0.917043627807808,0.00177487039413226,-2.35527351792428,0.00104373302717113,0.061296622467762,0.0067,0.32267249284285,-1.02796498742767,0.0016799889319146,0.000934624509736985,0.490189876572156,0.00648774506622451,11646,2951
2022-01-19,-0.000445388289777303,-0.89563640382264,0.00162382245349327,-2.39498074389219,0.00175845019344529,0.0553958029265882,0.0067,0.199870265191109,-3.68194561759654,0.00263283065565829,0.00290443148029775,0.56552727230511,0.00689603292648761,11892,3010
2022-01-20,0.000209386645396989,-0.933373212737021,0.00147766397075181,-1.88723508847237,0.000336999048951494,0.0343760305206426,0.0067,0.0426281994759008,-1.05814396755454,0.282606754194519,0.000111615527393928,0.31611922013237,0.00408389918705532,18954,4588
2022-01-21,0.000728505222828854,-0.925881747740178,0.00206438487435806,-2.60616392996981,0.0015158440296505,0.07151696255227,0.0067,0.0413762844917823,-0.46715912598856,0.140243066074862,0.0250045849741594,1.81213589470028,0.00666544541384721,40788,10105
2022-01-22,0.000591411275620234,-0.94304825068526,0.00179789742122952,-2.24838660885032,0.00172882596117004,0.0612557882919813,0.0067,0.0406420620968762,-1.0588,0.289093954988743,3.40618925636646e-14,1.5861026512677,0.00696793951410551,32668,7977
2022-01-23,0.000964793657512283,-0.848551578272442,0.00200929161289449,-1.95530387120751,0.00197092009194955,0.0498149933285076,0.0067,-0.0416420038779703,0.559666537401854,0.0570886516364216,0.00620575991531967,1.75305983454741,0.0100314064951254,17421,4291
2022-01-24,0.000235834878435003,-0.910246742494804,0.00248242538614441,-2.56550651795734,0.0016373928063748,0.0766518711503164,0.0067,0.123219047325474,-1.0588,0.0402107826780756,3.42432717552968e-14,3.42567393478111,0.009268317054088,39879,9527
2022-01-25,0.000523275330931881,-0.88422406587624,0.00264394213810573,-2.04005377546929,0.00189223186764607,0.0607663680717004,0.0067,0.0967725194712678,-1.05887615106442,1.95796037999744e-07,0.00476975481781074,1.1779158950375,0.00713207650759339,23157,5904
2022-01-26,-0.000900852239439891,-0.906021061717996,0.00242054770280892,-2.57923204580647,0.00153739805877441,0.0761426998882502,0.0067,0.194261748125711,-1.05834150453022,3.99965152741074e-14,1.85711054936149e-05,2.22997583253805,0.00862120033648124,30003,7594
2022-01-27,-0.000461698278858249,-0.850379659653099,0.00223574009450209,-2.67116223783829,0.00151831559674434,0.0711809929135573,0.0067,0.165220952254234,-1.0588,0.00600834285099524,4.3597672580639e-14,1.39775422453979,0.00856984944385379,19032,4759
2022-01-28,-1.1054114232226e-05,-0.874010720047924,0.00215434459132186,-2.14732806432536,0.00163029416081593,0.060053896842042,0.0067,0.12784903545544,-1.05631065529042,0.031145211948854,0.00527645814196719,1.46221272731908,0.00850131036616289,20232,5143
2022-01-29,0.00106767245553632,-0.901185895390512,0.00213603143144265,-1.86474453167322,0.000990721088354666,0.044957830538307,0.0067,-0.0770892805759339,-1.03364140327945,0.234745416705959,0.000675034728469328,0.29377604421764,0.00512724916951783,11175,2872
