V,J,ZY,ZV
1.16879998810013,0,-0.717056942553815,2.00694181056573
1.18547231463969,0.00128,0.572179627710163,0.117060374819711
1.17774055367265,0.00018,1.74020698145986,0.108320929716268
1.18292728638539,0.00054,0.291508534232702,0.30631251874699
1.21021955410928,2e-05,-2.24897828838007,0.295244398391868
1.25869045946245,0.00014,-1.88346570761614,0.167964378413324
1.2257039078054,0,-0.845934188827853,0.336770488693373
1.24492581373725,0,-2.89391625865963,0.150149338316434
1.187193736034,2e-05,4.24210755751597,0.0168563304512913
1.18687533472693,0,-2.79081439604954,0.0621401816592575
1.17978465531326,0.00046,0.234843148248341,0.330188573398373
1.18145141728276,0.00014,-2.42544812055027,0.0933729413203695
1.18956820048192,0.00146,-0.143492142642472,0.127080819394083
1.23751344941976,0,-0.699560649530223,0.954979054261218
1.18226874615997,0,2.1201396951219,0.0785453348275877
1.21120552087911,0.0003,1.73997329974844,0.344724062665164
1.18164399436662,0,-0.0109102527905054,0.533844194250397
1.20714898222182,0.00066,-1.9942564590213,0.139173082203242
1.19672615118355,0,-6.32547776989542,0.111469179186379
1.24620377766112,0.00152,-0.977019993835799,0.244123018331882
1.19979497750489,0,5.39563245002572,0.0597621559137794
1.19543691110713,4e-05,-2.55186459975611,0.0588708276986533
1.22782507045283,0.00088,0.188229827681692,0.300974864943904
1.33179264289059,0,-2.45752952848542,0.185786585370016
1.19624723863774,0,1.45723739994521,0.298760982810462
1.21890266520033,0.00014,-0.241298804132881,0.417093324713643
1.22603167775727,2e-05,-0.671071753277228,0.428487512687466
1.19956702759094,0,-0.463691426712881,0.598851045000579
1.18705671978272,0,3.36862135768698,0.0470359343080889
1.19951337757561,0,0.298546451085806,0.656363060609694
1.28088874257264,0.00122,-1.34250891906442,0.574469527745987
1.35868432886091,0,2.50770380011822,0.345528649815781
1.19282600949783,0,7.38588827342058,0.150265077075342
1.19627080889906,0,-1.33613269731566,0.343119451057157
1.19078086263813,0,-1.45744780432019,0.234756356907988
1.19317844548794,2e-05,-3.36442738532264,0.0198551560848338
1.23821359457612,4e-05,-2.25658277445629,0.318567978608153
1.18094015083196,0,3.88913951915115,0.159333765145906
1.19570266586444,0.00086,-1.51719016311755,0.142745929500464
1.21360696795704,0,-2.38739940209779,0.181749387442285
1.27626197616185,0.0002,-1.67785657276984,0.649187440332131
1.20945636954439,0,2.55310686667419,0.0684541472015665
1.19991569283678,0,-0.913374458754625,0.476448029329702
1.19459050263601,0,-3.78252009247065,0.161834831396846
1.19096689605554,0,7.51213690050771,0.00126358654618919
1.17866297094705,0,4.86053086211709,0.23741757491722
1.18126412585234,0.00018,-1.64635907445158,0.178819351993542
1.18931051240237,0.00126,0.0285356156895998,0.130734587386394
1.23362244161019,0.0007,-1.87830527762214,0.18359251573863
1.19748059614437,0,-3.95436584365468,0.0741304319445697
1.21982336688216,0.0004,-0.923125126069349,0.305725666601572
1.19038260651451,0,-5.98714630689898,0.013125256185354
1.18504941485693,0,-3.19264270146942,0.136578504103198
1.1821348723263,4e-05,-2.91640421139645,0.173165529938376
1.19383944018224,0.00152,-0.841146537531775,0.113253005441481
1.27393395102223,0.00152,-2.01290596206401,0.200892552189085
1.17989361376115,0,2.89263163169054,0.107845602846349
1.18039255347764,0.0002,0.708341056563889,0.211521543791082
1.18962946065772,0,-2.47249195401649,0.395500311322484
1.19247927066069,0,3.44062016167803,0.0308731991434037
1.18403580567158,0,-2.54009912108802,0.0181706711273119
1.1913975657935,0.00078,0.783963389161143,0.229085587306498
1.18965555414527,0,2.95719960973249,0.0637595281076551
1.24709643166831,0.0001,-2.67461463807368,0.0265268228481298
1.18178029409206,0,1.73920212260727,0.153340849899722
1.19435440469007,0.00018,0.309357662452929,0.404762019592915
1.17897373712384,4e-05,2.34062272762326,0.146660167076666
1.1867844075135,0.00032,-1.32498981986949,0.201894920542711
1.18550900399388,0,-2.71619671049439,0.119031502642428
1.19641762311659,0,4.14637051370701,0.00201750918759669
1.20392335913416,0,-2.71977513171044,0.120683832276573
1.19569315298868,0,-1.33033358080885,0.172629877946744
1.18603930347357,0,5.09981630209807,0.137887602893241
1.18246626565676,2e-05,-3.90408446647089,0.0587467981331701
1.18281389883917,0,-0.601378417868312,0.326831342341757
1.19627538726198,0.00014,1.67656248571553,0.230469858899918
1.19058511939632,0,2.65343805444807,0.151805960951839
1.19905488241541,0,-1.99934237438811,0.187564079997779
1.22938288811416,2e-05,2.73826278560319,0.181106099913956
1.45599053740208,0.0755,-0.529334304721924,1.19345800404491
1.22201653999573,0,0.822574650917531,0.165014272993166
1.18686923134426,0,2.83707280519784,0.122711913861153
1.22564452432433,0.0001,-0.141523502185923,0.521210334666069
1.19183652512938,2e-05,-3.70650049948821,0.0296952159915624
1.18111926748659,0.00034,-0.732831201506012,0.278235603731957
1.18362721849886,0,2.84377737326183,0.24023601637779
1.23022788671192,0.00178,-0.0104299843274439,0.27202791563941
1.20037727351198,0,-3.83505565652939,0.365812827153006
1.19040192173215,0,-3.72076504098307,0.220924959357976
