V0,mu,mu_y,sigma2_y,lambda,alpha,beta,rho,sigma2_v,rho_j,mu_v,LL
0.832807258167037,-0.432541502273741,-0.0961078812611359,0.0128622755484521,0.0174012773521958,1.04327424449759,-0.850029684536964,0.0275060441871144,0.000395324769737931,-0.532496120577158,0.346847794307307,-409.262173169054
