Date,SPX,DTTF,EUS,HSI,BITCOIN,GOLD,USD
2014-04-30 00:00:00,1883.95,19.704,3198.39,22133.97,448.23,1291.6,79.474
2014-05-01 00:00:00,1883.68,19.497,3198.66,22133.97,460.93,1284.31,79.527
2014-05-02 00:00:00,1881.14,20.105,3177.89,22260.67,451.51,1299.7,79.516
2014-05-03 00:00:00,1881.14,20.105,3177.89,22260.67,451.51,1299.7,79.516
2014-05-04 00:00:00,1881.14,20.105,3177.89,22260.67,438.44,1299.7,79.516
2014-05-05 00:00:00,1884.66,20.15,3171.29,21976.33,430.34,1310.28,79.486
2014-05-06 00:00:00,1867.72,19.541,3149.79,21976.33,427.66,1308.05,79.093
2014-05-07 00:00:00,1878.21,19.079,3159.67,21746.26,447.46,1289.88,79.202
2014-05-08 00:00:00,1875.63,19.645,3204.3,21837.12,441.8,1289.43,79.361
2014-05-09 00:00:00,1878.48,19.846,3184.09,21862.99,452.29,1288.91,79.903
2014-05-10 00:00:00,1878.48,19.846,3184.09,21862.99,452.29,1288.91,79.903
2014-05-11 00:00:00,1878.48,19.846,3184.09,21862.99,436.17,1288.91,79.903
2014-05-12 00:00:00,1896.65,19.894,3206.97,22261.61,441.44,1295.8,79.901
2014-05-13 00:00:00,1897.45,19.75,3211.78,22352.38,437.55,1293.63,80.143
2014-05-14 00:00:00,1888.53,19.597,3210.42,22582.77,448.31,1305.97,80.073
2014-05-15 00:00:00,1870.85,19.582,3163.22,22730.86,447.38,1296.22,80.003
2014-05-16 00:00:00,1877.86,19.306,3172.72,22712.91,449.68,1293.52,80.043
2014-05-17 00:00:00,1877.86,19.306,3172.72,22712.91,449.68,1293.52,80.043
2014-05-18 00:00:00,1877.86,19.306,3172.72,22712.91,445.91,1293.52,80.043
2014-05-19 00:00:00,1885.08,19.333,3169.9,22704.5,449.06,1292.97,79.993
2014-05-20 00:00:00,1872.83,19.359,3163.93,22834.68,489.43,1294.37,80.041
2014-05-21 00:00:00,1888.03,19.492,3187.08,22836.52,494.18,1292.04,80.095
2014-05-22 00:00:00,1892.49,19.469,3187.63,22953.76,522.31,1294.1,80.254
2014-05-23 00:00:00,1900.53,19.593,3203.28,22965.86,532.48,1292.61,80.393
2014-05-24 00:00:00,1900.53,19.593,3203.28,22965.86,532.48,1292.61,80.393
2014-05-25 00:00:00,1900.53,19.593,3203.28,22965.86,574.93,1292.61,80.393
2014-05-26 00:00:00,1900.53,19.593,3240.39,22963.18,581.81,1292.91,80.393
2014-05-27 00:00:00,1911.91,19.2,3244.28,22944.3,577.54,1264.95,80.352
2014-05-28 00:00:00,1909.78,18.894,3246.24,23080.03,570.67,1258.14,80.571
2014-05-29 00:00:00,1920.03,18.817,3244.66,23010.14,568.62,1255.56,80.494
2014-05-30 00:00:00,1923.57,19.022,3244.6,23081.65,613.92,1249.68,80.369
2014-05-31 00:00:00,1923.57,19.022,3244.6,23081.65,613.92,1249.68,80.369
2014-06-01 00:00:00,1923.57,19.022,3244.6,23081.65,647.41,1249.68,80.369
2014-06-02 00:00:00,1924.97,18.322,3247.8,23081.65,655.27,1243.93,80.644
2014-06-03 00:00:00,1924.24,18.231,3241.04,23291.04,671.83,1244.95,80.554
2014-06-04 00:00:00,1927.88,17.656,3237.93,23151.71,648.99,1243.94,80.663
2014-06-05 00:00:00,1940.46,17.411,3267.05,23109.66,659.99,1253.63,80.371
2014-06-06 00:00:00,1949.44,16.94,3294.28,22951.0,652.65,1253.23,80.409
2014-06-07 00:00:00,1949.44,16.94,3294.28,22951.0,652.65,1253.23,80.409
2014-06-08 00:00:00,1949.44,16.94,3294.28,22951.0,654.19,1253.23,80.409
2014-06-09 00:00:00,1951.27,17.303,3305.26,23117.47,646.2,1252.34,80.653
2014-06-10 00:00:00,1950.79,17.235,3313.8,23315.74,645.34,1259.9,80.82
2014-06-11 00:00:00,1943.89,17.371,3289.09,23257.29,634.44,1261.07,80.788
2014-06-12 00:00:00,1930.11,17.445,3284.28,23175.02,591.01,1273.46,80.576
2014-06-13 00:00:00,1936.16,18.179,3282.84,23319.17,582.37,1276.96,80.576
2014-06-14 00:00:00,1936.16,18.179,3282.84,23319.17,582.37,1276.96,80.576
2014-06-15 00:00:00,1936.16,18.179,3282.84,23319.17,574.04,1276.96,80.576
2014-06-16 00:00:00,1937.78,18.389,3261.42,23300.67,592.81,1272.0,80.471
2014-06-17 00:00:00,1941.99,17.756,3275.33,23203.59,606.39,1270.58,80.629
2014-06-18 00:00:00,1956.98,17.491,3279.2,23181.72,605.32,1277.71,80.584
2014-06-19 00:00:00,1959.48,17.398,3314.8,23167.73,604.87,1320.39,80.317
2014-06-20 00:00:00,1962.87,17.462,3302.36,23194.06,594.47,1314.82,80.372
2014-06-21 00:00:00,1962.87,17.462,3302.36,23194.06,594.47,1314.82,80.372
2014-06-22 00:00:00,1962.87,17.462,3302.36,23194.06,598.6,1314.82,80.372
2014-06-23 00:00:00,1962.61,17.278,3282.58,22804.81,586.97,1317.52,80.272
2014-06-24 00:00:00,1949.98,17.327,3284.81,22880.64,585.23,1318.29,80.327
2014-06-25 00:00:00,1959.53,17.375,3252.31,22866.7,570.43,1319.18,80.225
2014-06-26 00:00:00,1957.22,17.205,3233.19,23197.83,571.59,1316.58,80.22
2014-06-27 00:00:00,1960.96,17.22,3227.85,23221.52,576.53,1316.17,80.039
2014-06-28 00:00:00,1960.96,17.22,3227.85,23221.52,576.53,1316.17,80.039
2014-06-29 00:00:00,1960.96,17.22,3227.85,23221.52,594.53,1316.17,80.039
2014-06-30 00:00:00,1960.23,17.291,3228.24,23190.72,646.97,1327.33,79.775
2014-07-01 00:00:00,1973.32,16.878,3258.71,23190.72,643.33,1326.46,79.815
2014-07-02 00:00:00,1974.62,16.712,3252.25,23549.62,648.22,1326.86,79.956
2014-07-03 00:00:00,1985.44,16.479,3289.75,23531.44,642.87,1319.53,80.212
2014-07-04 00:00:00,1985.44,15.847,3270.47,23546.36,634.88,1320.55,80.269
2014-07-05 00:00:00,1985.44,15.847,3270.47,23546.36,634.88,1320.55,80.269
2014-07-06 00:00:00,1985.44,15.847,3270.47,23546.36,634.5,1320.55,80.269
2014-07-07 00:00:00,1977.65,15.454,3230.92,23540.92,623.92,1319.94,80.218
2014-07-08 00:00:00,1963.71,15.626,3184.38,23541.38,624.81,1319.24,80.179
2014-07-09 00:00:00,1972.83,15.5,3203.1,23176.07,624.14,1327.83,79.993
2014-07-10 00:00:00,1964.68,15.415,3150.59,23238.99,618.05,1335.75,80.127
2014-07-11 00:00:00,1967.57,15.369,3157.05,23233.45,633.68,1338.7,80.187
2014-07-12 00:00:00,1967.57,15.369,3157.05,23233.45,633.68,1338.7,80.187
2014-07-13 00:00:00,1967.57,15.369,3157.05,23233.45,629.42,1338.7,80.187
2014-07-14 00:00:00,1977.1,16.075,3185.86,23346.67,622.08,1307.15,80.188
2014-07-15 00:00:00,1973.28,15.899,3153.75,23459.96,621.74,1294.05,80.39
2014-07-16 00:00:00,1981.57,16.056,3202.94,23523.28,619.47,1299.21,80.559
2014-07-17 00:00:00,1958.12,16.508,3157.82,23520.87,623.03,1319.2,80.505
2014-07-18 00:00:00,1978.22,16.789,3164.21,23454.79,628.86,1310.88,80.524
2014-07-19 00:00:00,1978.22,16.789,3164.21,23454.79,628.86,1310.88,80.524
2014-07-20 00:00:00,1978.22,16.789,3164.21,23454.79,624.29,1310.88,80.524
2014-07-21 00:00:00,1973.63,16.322,3137.06,23387.14,620.78,1312.49,80.56
2014-07-22 00:00:00,1983.53,16.3,3189.22,23782.11,621.84,1306.42,80.781
2014-07-23 00:00:00,1987.01,16.678,3193.13,23971.87,620.0,1304.59,80.823
2014-07-24 00:00:00,1987.98,17.111,3220.07,24141.5,603.65,1293.66,80.872
2014-07-25 00:00:00,1978.34,18.169,3174.99,24216.01,599.5,1307.22,81.029
2014-07-26 00:00:00,1978.34,18.169,3174.99,24216.01,599.5,1307.22,81.029
2014-07-27 00:00:00,1978.34,18.169,3174.99,24216.01,594.18,1307.22,81.029
2014-07-28 00:00:00,1978.91,18.847,3171.55,24428.63,592.19,1304.05,81.025
2014-07-29 00:00:00,1969.95,18.116,3190.54,24640.53,582.28,1299.11,81.214
2014-07-30 00:00:00,1970.07,17.57,3169.23,24732.21,564.63,1296.3,81.432
2014-07-31 00:00:00,1930.67,18.528,3115.51,24756.85,586.36,1282.59,81.456
2014-08-01 00:00:00,1925.15,18.018,3072.57,24532.43,600.03,1293.75,81.302
2014-08-02 00:00:00,1925.15,18.018,3072.57,24532.43,600.03,1293.75,81.302
2014-08-03 00:00:00,1925.15,18.018,3072.57,24532.43,587.07,1293.75,81.302
2014-08-04 00:00:00,1938.99,17.489,3070.46,24600.08,586.86,1288.25,81.328
2014-08-05 00:00:00,1920.21,17.592,3072.2,24648.26,579.65,1288.78,81.328
2014-08-06 00:00:00,1920.24,18.193,3050.37,24584.13,580.67,1305.9,81.444
2014-08-07 00:00:00,1909.57,18.32,3012.88,24387.56,591.68,1312.63,81.524
2014-08-08 00:00:00,1931.59,18.264,3006.83,24331.41,591.32,1309.58,81.389
2014-08-09 00:00:00,1931.59,18.264,3006.83,24331.41,591.32,1309.58,81.389
2014-08-10 00:00:00,1931.59,18.264,3006.83,24331.41,586.48,1309.58,81.389
2014-08-11 00:00:00,1936.92,17.986,3047.56,24646.02,575.31,1308.48,81.466
2014-08-12 00:00:00,1933.75,17.831,3023.77,24689.41,570.17,1309.51,81.5
2014-08-13 00:00:00,1946.72,17.963,3056.17,24890.34,542.95,1312.92,81.596
2014-08-14 00:00:00,1955.18,18.408,3058.16,24801.36,513.7,1313.52,81.588
2014-08-15 00:00:00,1955.06,19.032,3033.52,24954.94,496.75,1304.7,81.424
2014-08-16 00:00:00,1955.06,19.032,3033.52,24954.94,496.75,1304.7,81.424
2014-08-17 00:00:00,1955.06,19.032,3033.52,24954.94,486.79,1304.7,81.424
2014-08-18 00:00:00,1971.74,18.252,3073.45,24955.46,457.43,1298.4,81.576
2014-08-19 00:00:00,1981.6,17.938,3091.11,25122.95,483.36,1295.73,81.883
2014-08-20 00:00:00,1986.51,17.311,3083.5,25159.76,514.21,1291.94,82.226
2014-08-21 00:00:00,1992.37,17.293,3124.56,24994.1,522.72,1276.78,82.154
2014-08-22 00:00:00,1988.4,18.007,3098.5,25112.23,516.93,1281.1,82.336
2014-08-23 00:00:00,1988.4,18.007,3098.5,25112.23,516.93,1281.1,82.336
2014-08-24 00:00:00,1988.4,18.007,3098.5,25112.23,508.83,1281.1,82.336
2014-08-25 00:00:00,1997.92,18.3,3165.47,25166.91,505.47,1276.84,82.549
2014-08-26 00:00:00,2000.02,18.06,3197.54,25074.5,509.84,1281.2,82.65
2014-08-27 00:00:00,2000.12,18.078,3194.45,24918.75,517.01,1282.63,82.428
2014-08-28 00:00:00,1996.74,19.011,3164.44,24741.0,508.15,1289.65,82.477
2014-08-29 00:00:00,2003.37,22.03,3172.63,24742.06,509.35,1287.32,82.748
2014-08-30 00:00:00,2003.37,22.03,3172.63,24742.06,509.35,1287.32,82.748
2014-08-31 00:00:00,2003.37,22.03,3172.63,24742.06,479.7,1287.32,82.748
2014-09-01 00:00:00,2003.37,22.807,3175.05,24752.09,481.87,1286.0,82.748
2014-09-02 00:00:00,2002.28,22.118,3180.29,24749.02,478.21,1265.4,82.992
2014-09-03 00:00:00,2000.72,21.701,3218.84,25317.95,476.63,1269.4,82.865
2014-09-04 00:00:00,1997.65,22.018,3277.25,25297.92,487.1,1261.67,83.82
2014-09-05 00:00:00,2007.71,21.81,3275.25,25240.15,478.42,1268.81,83.739
2014-09-06 00:00:00,2007.71,21.81,3275.25,25240.15,478.42,1268.81,83.739
2014-09-07 00:00:00,2007.71,21.81,3275.25,25240.15,477.99,1268.81,83.739
2014-09-08 00:00:00,2001.54,21.645,3267.54,25190.45,469.77,1255.45,84.232
2014-09-09 00:00:00,1988.44,21.287,3245.43,25190.45,473.01,1255.47,84.278
2014-09-10 00:00:00,1995.69,21.398,3244.16,24705.36,483.24,1249.77,84.283
2014-09-11 00:00:00,1997.45,21.542,3237.76,24662.64,475.52,1240.92,84.298
2014-09-12 00:00:00,1985.54,21.404,3235.07,24595.32,471.48,1229.65,84.24
2014-09-13 00:00:00,1985.54,21.404,3235.07,24595.32,471.48,1229.65,84.24
2014-09-14 00:00:00,1985.54,21.404,3235.07,24595.32,475.89,1229.65,84.24
2014-09-15 00:00:00,1984.13,22.095,3231.7,24356.99,475.62,1233.22,84.264
2014-09-16 00:00:00,1998.98,21.951,3221.73,24136.01,463.89,1235.55,84.074
2014-09-17 00:00:00,2001.57,21.984,3237.44,24376.41,444.81,1223.51,84.345
2014-09-18 00:00:00,2011.36,22.272,3271.37,24168.72,417.44,1225.15,84.323
2014-09-19 00:00:00,2010.4,22.264,3273.25,24306.16,396.47,1215.7,84.735
2014-09-20 00:00:00,2010.4,22.264,3273.25,24306.16,396.47,1215.7,84.735
2014-09-21 00:00:00,2010.4,22.264,3273.25,24306.16,399.71,1215.7,84.735
2014-09-22 00:00:00,1994.29,22.071,3257.48,23955.49,402.47,1215.08,84.752
2014-09-23 00:00:00,1982.77,21.601,3205.93,23837.07,448.34,1223.42,84.658
2014-09-24 00:00:00,1998.3,21.81,3244.01,23921.61,428.4,1217.09,85.037
2014-09-25 00:00:00,1965.99,22.222,3202.31,23768.13,407.43,1221.58,85.195
2014-09-26 00:00:00,1982.85,22.003,3219.58,23678.41,407.29,1218.38,85.64
2014-09-27 00:00:00,1982.85,22.003,3219.58,23678.41,407.29,1218.38,85.64
2014-09-28 00:00:00,1982.85,22.003,3219.58,23678.41,380.68,1218.38,85.64
2014-09-29 00:00:00,1977.8,22.131,3186.95,23229.21,375.22,1215.81,85.591
2014-09-30 00:00:00,1972.29,24.067,3225.93,22932.98,389.68,1208.15,85.936
2014-10-01 00:00:00,1946.16,24.493,3195.08,22932.98,383.45,1213.82,85.972
2014-10-02 00:00:00,1946.17,23.999,3106.42,22932.98,376.86,1214.57,85.601
2014-10-03 00:00:00,1967.9,23.548,3133.37,23064.56,358.65,1191.42,86.694
2014-10-04 00:00:00,1967.9,23.548,3133.37,23064.56,358.65,1191.42,86.694
2014-10-05 00:00:00,1967.9,23.548,3133.37,23064.56,309.1,1191.42,86.694
2014-10-06 00:00:00,1964.82,23.301,3138.67,23315.04,333.34,1207.3,85.928
2014-10-07 00:00:00,1935.1,23.228,3082.1,23422.52,330.68,1209.01,85.672
2014-10-08 00:00:00,1968.89,23.47,3053.31,23263.33,350.6,1221.14,85.297
2014-10-09 00:00:00,1928.21,23.45,3042.45,23534.53,366.31,1224.33,85.522
2014-10-10 00:00:00,1906.13,23.153,2991.5,23088.54,358.05,1223.16,85.912
2014-10-11 00:00:00,1906.13,23.153,2991.5,23088.54,358.05,1223.16,85.912
2014-10-12 00:00:00,1906.13,23.153,2991.5,23088.54,370.7,1223.16,85.912
2014-10-13 00:00:00,1874.74,22.69,2998.32,23143.38,388.77,1235.87,85.532
2014-10-14 00:00:00,1877.7,22.716,3000.99,23047.97,407.23,1232.83,85.822
2014-10-15 00:00:00,1862.49,22.6,2892.55,23140.05,391.87,1242.02,85.147
2014-10-16 00:00:00,1862.76,22.944,2874.65,22900.94,383.19,1238.81,84.955
2014-10-17 00:00:00,1886.76,22.626,2962.24,23023.21,381.6,1238.32,85.11
2014-10-18 00:00:00,1886.76,22.626,2962.24,23023.21,381.6,1238.32,85.11
2014-10-19 00:00:00,1886.76,22.626,2962.24,23023.21,387.92,1238.32,85.11
2014-10-20 00:00:00,1904.01,22.458,2927.3,23070.26,385.22,1246.91,84.953
2014-10-21 00:00:00,1941.28,22.478,2991.46,23088.58,386.69,1248.7,85.303
2014-10-22 00:00:00,1927.11,22.753,3008.53,23403.97,384.19,1241.27,85.741
2014-10-23 00:00:00,1950.82,22.576,3044.3,23333.18,359.65,1231.84,85.843
2014-10-24 00:00:00,1964.58,22.496,3030.37,23302.2,358.09,1231.01,85.732
2014-10-25 00:00:00,1964.58,22.496,3030.37,23302.2,358.09,1231.01,85.732
2014-10-26 00:00:00,1964.58,22.496,3030.37,23302.2,355.21,1231.01,85.732
2014-10-27 00:00:00,1961.63,22.351,2998.84,23143.23,351.88,1226.62,85.495
2014-10-28 00:00:00,1985.05,22.681,3036.15,23520.36,355.88,1228.52,85.408
2014-10-29 00:00:00,1982.3,22.848,3022.42,23819.87,341.22,1212.15,85.952
2014-10-30 00:00:00,1994.65,22.431,3035.9,23702.04,347.62,1198.85,86.147
2014-10-31 00:00:00,2018.05,22.852,3113.32,23998.06,342.38,1172.94,86.917
2014-11-01 00:00:00,2018.05,22.852,3113.32,23998.06,342.38,1172.94,86.917
2014-11-02 00:00:00,2018.05,22.852,3113.32,23998.06,325.03,1172.94,86.917
2014-11-03 00:00:00,2017.81,23.2,3082.32,23915.97,327.51,1165.63,87.309
2014-11-04 00:00:00,2012.1,22.835,3034.24,23845.66,327.55,1168.39,86.984
2014-11-05 00:00:00,2023.57,22.796,3091.54,23695.62,339.76,1140.54,87.444
2014-11-06 00:00:00,2031.21,22.861,3102.07,23649.31,349.63,1141.92,88.012
2014-11-07 00:00:00,2031.92,23.221,3064.92,23550.24,342.67,1177.97,87.642
2014-11-08 00:00:00,2031.92,23.221,3064.92,23550.24,342.67,1177.97,87.642
2014-11-09 00:00:00,2031.92,23.221,3064.92,23550.24,358.36,1177.97,87.642
2014-11-10 00:00:00,2038.26,23.274,3094.6,23744.7,365.92,1151.47,87.81
2014-11-11 00:00:00,2039.68,22.941,3104.59,23808.28,367.91,1164.33,87.531
2014-11-12 00:00:00,2038.25,22.933,3047.3,23938.18,426.3,1162.6,87.822
2014-11-13 00:00:00,2039.33,22.525,3056.8,24019.94,404.73,1162.55,87.674
2014-11-14 00:00:00,2039.82,22.276,3059.99,24087.38,396.45,1188.75,87.525
2014-11-15 00:00:00,2039.82,22.276,3059.99,24087.38,396.45,1188.75,87.525
2014-11-16 00:00:00,2039.82,22.276,3059.99,24087.38,387.59,1188.75,87.525
2014-11-17 00:00:00,2041.32,22.791,3084.79,23797.08,385.86,1186.57,87.926
2014-11-18 00:00:00,2051.8,22.815,3120.42,23529.17,378.73,1197.08,87.575
2014-11-19 00:00:00,2048.72,22.897,3123.12,23373.31,376.69,1182.68,87.647
2014-11-20 00:00:00,2052.75,23.078,3102.21,23349.64,357.97,1193.79,87.591
2014-11-21 00:00:00,2063.5,23.394,3194.22,23437.12,353.8,1201.55,88.31
2014-11-22 00:00:00,2063.5,23.394,3194.22,23437.12,353.8,1201.55,88.31
2014-11-23 00:00:00,2063.5,23.394,3194.22,23437.12,368.03,1201.55,88.31
2014-11-24 00:00:00,2069.41,23.786,3211.7,23893.14,378.44,1197.14,88.151
2014-11-25 00:00:00,2067.03,24.642,3226.15,23843.91,376.92,1200.98,87.92
2014-11-26 00:00:00,2072.83,24.55,3226.08,24111.98,366.6,1197.87,87.607
2014-11-27 00:00:00,2072.83,24.358,3244.92,24004.28,369.29,1192.67,87.607
2014-11-28 00:00:00,2067.56,24.207,3250.93,23987.45,377.77,1167.38,88.356
2014-11-29 00:00:00,2067.56,24.207,3250.93,23987.45,377.77,1167.38,88.356
2014-11-30 00:00:00,2067.56,24.207,3250.93,23987.45,375.76,1167.38,88.356
2014-12-01 00:00:00,2053.44,24.02,3232.91,23367.45,378.21,1212.1,87.946
2014-12-02 00:00:00,2066.55,23.74,3238.35,23654.3,379.37,1198.28,88.647
2014-12-03 00:00:00,2074.33,23.667,3247.72,23428.62,378.42,1209.43,88.956
2014-12-04 00:00:00,2071.92,23.468,3191.25,23832.56,372.94,1205.27,88.704
2014-12-05 00:00:00,2075.37,23.296,3277.38,24002.64,378.61,1192.35,89.334
2014-12-06 00:00:00,2075.37,23.296,3277.38,24002.64,378.61,1192.35,89.334
2014-12-07 00:00:00,2075.37,23.296,3277.38,24002.64,378.61,1192.35,89.334
2014-12-08 00:00:00,2060.31,23.027,3247.99,24047.67,367.72,1203.51,89.041
2014-12-09 00:00:00,2059.82,23.141,3162.77,23485.83,352.55,1231.06,88.69
2014-12-10 00:00:00,2026.14,23.106,3150.95,23524.52,350.42,1226.31,88.271
2014-12-11 00:00:00,2035.33,22.792,3159.11,23312.54,350.33,1227.72,88.663
2014-12-12 00:00:00,2002.33,22.734,3067.32,23249.2,356.43,1222.59,88.363
2014-12-13 00:00:00,2002.33,22.734,3067.32,23249.2,356.43,1222.59,88.363
2014-12-14 00:00:00,2002.33,22.734,3067.32,23249.2,355.02,1222.59,88.363
2014-12-15 00:00:00,1989.63,22.358,2982.9,23027.85,348.15,1193.23,88.46
2014-12-16 00:00:00,1972.74,22.471,3049.99,22670.5,333.36,1197.01,88.125
2014-12-17 00:00:00,2012.89,22.414,3051.99,22585.84,321.05,1189.71,89.133
2014-12-18 00:00:00,2061.23,22.667,3153.77,22832.21,311.39,1198.57,89.235
2014-12-19 00:00:00,2070.65,22.382,3141.28,23116.63,314.26,1195.74,89.598
2014-12-20 00:00:00,2070.65,22.382,3141.28,23116.63,314.26,1195.74,89.598
2014-12-21 00:00:00,2070.65,22.382,3141.28,23116.63,319.36,1195.74,89.598
2014-12-22 00:00:00,2078.54,22.194,3154.91,23408.57,329.54,1176.44,89.77
2014-12-23 00:00:00,2082.17,22.348,3192.47,23333.69,334.99,1176.57,90.064
2014-12-24 00:00:00,2081.88,22.595,3184.66,23349.34,321.87,1173.8,89.967
2014-12-25 00:00:00,2081.88,22.595,3184.66,23349.34,319.4,1173.8,89.835
2014-12-26 00:00:00,2088.77,22.595,3184.66,23349.34,329.49,1196.0,90.03
2014-12-27 00:00:00,2088.77,22.595,3184.66,23349.34,329.49,1196.0,90.03
2014-12-28 00:00:00,2088.77,22.595,3184.66,23349.34,315.83,1196.0,90.03
2014-12-29 00:00:00,2090.57,21.673,3185.17,23773.18,314.25,1183.29,90.19
2014-12-30 00:00:00,2080.35,21.208,3135.95,23501.1,310.17,1200.55,89.991
2014-12-31 00:00:00,2058.9,21.296,3146.43,23605.04,317.36,1184.37,90.269
2015-01-01 00:00:00,2058.9,21.296,3146.43,23605.04,314.49,1181.98,90.276
2015-01-02 00:00:00,2058.2,20.448,3139.44,23857.82,314.73,1188.39,91.08
2015-01-03 00:00:00,2058.2,20.448,3139.44,23857.82,314.73,1188.39,91.08
2015-01-04 00:00:00,2058.2,20.448,3139.44,23857.82,266.26,1188.39,91.08
2015-01-05 00:00:00,2020.58,20.145,3023.14,23721.32,270.93,1204.86,91.378
2015-01-06 00:00:00,2002.61,19.538,3007.91,23485.41,286.41,1218.58,91.499
2015-01-07 00:00:00,2025.9,19.594,3026.79,23681.26,296.13,1211.41,91.89
2015-01-08 00:00:00,2062.14,19.591,3135.08,23835.53,293.83,1208.79,92.368
2015-01-09 00:00:00,2044.81,19.56,3042.9,23919.95,289.81,1223.25,91.935
2015-01-10 00:00:00,2044.81,19.56,3042.9,23919.95,289.81,1223.25,91.935
2015-01-11 00:00:00,2044.81,19.56,3042.9,23919.95,268.12,1223.25,91.935
2015-01-12 00:00:00,2028.26,19.76,3084.18,24026.46,270.65,1233.31,91.983
2015-01-13 00:00:00,2023.03,20.451,3133.86,24215.97,236.05,1230.64,92.31
2015-01-14 00:00:00,2011.27,20.592,3089.67,24112.6,183.07,1228.72,92.161
2015-01-15 00:00:00,1992.67,20.25,3157.36,24350.91,206.68,1262.75,92.352
2015-01-16 00:00:00,2019.42,19.82,3202.24,24103.52,208.34,1280.45,92.52
2015-01-17 00:00:00,2019.42,19.82,3202.24,24103.52,208.34,1280.45,92.52
2015-01-18 00:00:00,2019.42,19.82,3202.24,24103.52,207.87,1280.45,92.52
2015-01-19 00:00:00,2019.42,19.275,3220.9,23738.49,216.21,1275.65,92.52
2015-01-20 00:00:00,2022.55,19.249,3244.92,23951.16,211.18,1295.32,93.046
2015-01-21 00:00:00,2032.12,19.525,3269.73,24352.58,225.1,1293.09,92.904
2015-01-22 00:00:00,2063.15,19.549,3322.65,24522.63,231.92,1302.25,94.077
2015-01-23 00:00:00,2051.82,19.467,3382.55,24850.45,237.01,1294.08,94.762
2015-01-24 00:00:00,2051.82,19.467,3382.55,24850.45,237.01,1294.08,94.762
2015-01-25 00:00:00,2051.82,19.467,3382.55,24850.45,251.78,1294.08,94.762
2015-01-26 00:00:00,2057.09,19.612,3414.28,24909.9,271.61,1281.4,94.802
2015-01-27 00:00:00,2029.55,19.919,3372.58,24807.28,261.76,1292.34,94.022
2015-01-28 00:00:00,2002.16,20.214,3358.96,24861.81,235.94,1284.49,94.467
2015-01-29 00:00:00,2021.25,20.7,3371.83,24595.85,234.12,1257.27,94.782
2015-01-30 00:00:00,1994.99,20.265,3351.44,24507.05,229.67,1283.79,94.804
2015-01-31 00:00:00,1994.99,20.265,3351.44,24507.05,229.67,1283.79,94.804
2015-02-01 00:00:00,1994.99,20.265,3351.44,24507.05,231.1,1283.79,94.804
2015-02-02 00:00:00,2020.85,20.287,3370.11,24484.74,227.3,1274.41,94.504
2015-02-03 00:00:00,2050.03,20.112,3414.18,24554.78,227.86,1260.52,93.6
2015-02-04 00:00:00,2041.51,20.406,3415.53,24679.76,224.98,1269.35,93.986
2015-02-05 00:00:00,2062.52,21.374,3408.96,24765.49,218.76,1264.82,93.569
2015-02-06 00:00:00,2055.47,21.009,3398.16,24679.39,223.37,1234.04,94.698
2015-02-07 00:00:00,2055.47,21.009,3398.16,24679.39,223.37,1234.04,94.698
2015-02-08 00:00:00,2055.47,21.009,3398.16,24679.39,222.08,1234.04,94.698
2015-02-09 00:00:00,2046.74,21.601,3347.75,24521.0,221.0,1239.03,94.449
2015-02-10 00:00:00,2068.59,22.344,3383.13,24528.1,219.7,1233.55,94.758
2015-02-11 00:00:00,2068.53,22.878,3374.14,24315.02,219.39,1218.83,94.985
2015-02-12 00:00:00,2088.48,24.102,3417.61,24422.15,222.2,1221.98,94.094
2015-02-13 00:00:00,2096.99,23.55,3447.59,24682.54,234.25,1229.76,94.201
2015-02-14 00:00:00,2096.99,23.55,3447.59,24682.54,234.25,1229.76,94.201
2015-02-15 00:00:00,2096.99,23.55,3447.59,24682.54,231.03,1229.76,94.201
2015-02-16 00:00:00,2096.99,22.807,3433.3,24726.53,237.01,1232.55,94.201
2015-02-17 00:00:00,2100.34,22.684,3438.44,24784.88,241.53,1209.89,94.061
2015-02-18 00:00:00,2099.68,22.654,3465.8,24832.08,233.48,1212.42,94.198
2015-02-19 00:00:00,2097.45,21.877,3488.08,24832.08,240.91,1206.84,94.404
2015-02-20 00:00:00,2110.3,22.203,3490.53,24832.08,244.84,1201.94,94.253
2015-02-21 00:00:00,2110.3,22.203,3490.53,24832.08,244.84,1201.94,94.253
2015-02-22 00:00:00,2110.3,22.203,3490.53,24832.08,235.59,1201.94,94.253
2015-02-23 00:00:00,2109.66,21.877,3519.58,24836.76,240.42,1201.83,94.569
2015-02-24 00:00:00,2115.48,22.308,3547.1,24750.07,239.34,1200.53,94.493
2015-02-25 00:00:00,2113.86,23.016,3541.78,24778.28,237.97,1205.0,94.213
2015-02-26 00:00:00,2110.74,23.756,3574.94,24902.06,236.5,1209.49,95.292
2015-02-27 00:00:00,2104.5,23.056,3599.0,24823.29,254.87,1213.18,95.293
2015-02-28 00:00:00,2104.5,23.056,3599.0,24823.29,254.87,1213.18,95.293
2015-03-01 00:00:00,2104.5,23.056,3599.0,24823.29,258.18,1213.18,95.293
2015-03-02 00:00:00,2117.39,22.4,3591.09,24887.44,272.88,1206.83,95.462
2015-03-03 00:00:00,2107.78,21.902,3549.11,24702.78,283.36,1203.74,95.383
2015-03-04 00:00:00,2098.53,22.127,3583.44,24465.38,273.1,1200.34,95.965
2015-03-05 00:00:00,2101.04,21.434,3618.21,24193.04,279.93,1198.4,96.378
