mu,rho,alpha,beta,V0,sigma_v,lambda,mu_y,rho_j,sigma_y,mu_v,LL
-0.00203264126071963,-0.719777606318642,0.00297651132095136,-0.919535578353252,0.00282049742437849,0.000257298170386116,0.0251767415851898,-0.0558596071403239,0.600316066131459,0.0023553807103052,0.1562542332947,369.063438295174
