mu,rho,alpha,beta,V0,sigma_v,lambda,mu_y,sigma_y,LL
-0.00562936425679457,-0.956084961481955,0.00396984835146876,-0.940806203795839,0.0014656094126262,0.073923743170949,0.0127203964797156,0.0241042860389226,0.755579377904642,442.475595656855
-0.00812213990276542,-0.956084961481955,0.00393251364290448,-0.947229377463988,0.0014656094126262,0.073923743170949,0.0166418603418564,-0.129070510130194,0.74401750171325,423.768520086929
-0.00949488366742646,-0.956084961481955,0.00400013596301639,-0.998637211907789,0.0014656094126262,0.073923743170949,0.0109375512432629,0.198409716253736,0.661881830737972,423.601967341316
-0.00757432831995635,-0.956084961481955,0.00381315496120446,-0.907679209240667,0.0014656094126262,0.073923743170949,0.0500631292093619,0.0563572706261459,0.710142820725849,404.778151187098
-0.00641020735314332,-0.956084961481955,0.00370034532898679,-0.9229482404788,0.0014656094126262,0.073923743170949,0.0149027754991217,0.121213544568572,0.778771017016898,428.275026805003
-0.00528901299562775,-0.956084961481955,0.00351699069759543,-0.84113700721254,0.0014656094126262,0.073923743170949,0.0226044023119413,0.0446619850310659,0.766145265799178,410.862715691636
-0.00647723013352831,-0.956084961481955,0.00392167317613542,-0.960932148884148,0.0014656094126262,0.0717158505934612,0.015359607031471,0.0567781117798575,0.686091732146288,412.358979362999
-0.00739429277327604,-0.956084961481955,0.00384086194462199,-0.927290752040739,0.0014656094126262,0.0792035258053621,0.0184360146860786,0.023223474376785,0.656629370648279,383.829050286762
-0.00702748194547398,-0.956084961481955,0.00378271918286314,-0.957176960489957,0.0014656094126262,0.0792035258053621,0.0345149600985536,0.0249471042906454,0.736247537280516,394.585625422102
-0.00413513562542454,-0.956084961481955,0.00357402844833665,-0.909276911805238,0.0014656094126262,0.0792035258053621,0.0250787448812796,0.0794273983937606,0.757802696937867,427.592189963593
-0.00338712204674325,-0.956084961481955,0.00353778923085809,-0.952347969937989,0.0014656094126262,0.0792035258053621,0.0109945549706979,-0.0980459544741465,0.866925702657248,475.476234327985
-0.00251780571013658,-0.956084961481955,0.00363202279739791,-0.954835050279723,0.0014656094126262,0.0792035258053621,0.0314548446554625,-0.112232098493138,0.654768146878466,410.353218790822
-0.00445379942835042,-0.956084961481955,0.00353587527058238,-0.943349302074316,0.0014656094126262,0.0792035258053621,0.0182969068840929,0.0305608313818974,0.71932947787891,400.987997038037
-0.00177202062657035,-0.956084961481955,0.00348296948959283,-0.907458947988953,0.0014656094126262,0.0792035258053621,0.00151633771667166,-0.0146034178899589,0.689687934917794,419.704003273206
-0.00275389657900995,-0.956084961481955,0.00333752481621216,-0.913295402761768,0.0014656094126262,0.0792035258053621,0.0148177678863851,0.111617083141734,0.742174666083819,427.444473740017
-0.000505650243294428,-0.956084961481955,0.0032340390354493,-0.890499742821209,0.00359703075562988,0.0792035258053621,0.0122193374750086,0.0319698765660063,0.674465721145524,444.566391191313
-0.00150794901576096,-0.956084961481955,0.00330230147280884,-0.950477867396297,0.00359703075562988,0.0792035258053621,0.00255598964916679,0.140071316429105,0.727193931808147,417.925868290387
0.000575935180364419,-0.956084961481955,0.00313568499068086,-0.869957638714176,0.00359703075562988,0.0792035258053621,0.00669220429930117,0.125883651647563,0.763353764046796,396.371565002384
0.0022179044265963,-0.956084961481955,0.00306122273417339,-0.87948558588916,0.00359703075562988,0.0792035258053621,0.0433982645283524,0.0811411868079023,0.743197840370607,430.602783094193
0.00101330619091767,-0.956084961481955,0.00322355288778865,-0.879601261540388,0.00359703075562988,0.0792035258053621,0.0220427013828719,-0.0148000700087818,0.778109153304826,414.273638784426
-0.00102536925447869,-0.956084961481955,0.00323381242681066,-0.898547913113844,0.00359703075562988,0.0792035258053621,0.0161537477054561,0.107397376445816,0.73188807826404,439.787626231588
-0.00222608755774852,-0.956084961481955,0.00325569338631908,-0.863936948378278,0.00359703075562988,0.0786459003321713,0.0275029963344383,0.065743527488485,0.71642090432662,410.778974328744
0.000921742122740703,-0.956084961481955,0.00328069010720767,-0.892729761810915,0.00359703075562988,0.0786459003321713,0.0131089477627422,-0.00194339088150747,0.674577202512688,423.117370482124
7.94636680972256e-06,-0.956084961481955,0.00315839767893759,-0.894883999007142,0.00359703075562988,0.0786459003321713,0.0247670473529628,0.0824289736282775,0.70280746131483,431.684602264268
-1.61740034385626e-05,-0.956084961481955,0.00340648063080538,-0.945947057255485,0.00359703075562988,0.0786459003321713,0.00822141376912158,0.0423341249221702,0.7454469213637,447.045457917527
-0.00154169355867568,-0.956084961481955,0.00332048246521452,-0.922548797429163,0.00359703075562988,0.0786459003321713,0.0399741402872903,-0.0114631356041137,0.757931354378538,452.880997405042
-0.000737156173261701,-0.956084961481955,0.00346073765893082,-0.904084596399725,0.00359703075562988,0.0786459003321713,0.00783711480614028,-0.140458499984259,0.735669722053323,420.362031552591
-0.00219081280749152,-0.956084961481955,0.0036321848734549,-0.975790291702449,0.00359703075562988,0.0786459003321713,0.00837538188536529,0.0790403839909837,0.724262075603856,439.685220232782
