acceptV0,acceptrho,accepts2V,acceptV_1,acceptV_2,acceptV_3,acceptV_4,acceptV_5,acceptV_6,acceptV_7,acceptV_8,acceptV_9,acceptV_10,acceptV_11,acceptV_12,acceptV_13,acceptV_14,acceptV_15,acceptV_16,acceptV_17,acceptV_18,acceptV_19,acceptV_20,acceptV_21,acceptV_22,acceptV_23,acceptV_24,acceptV_25,acceptV_26,acceptV_27,acceptV_28,acceptV_29,acceptV_30,acceptV_31,acceptV_32,acceptV_33,acceptV_34,acceptV_35,acceptV_36,acceptV_37,acceptV_38,acceptV_39,acceptV_40,acceptV_41,acceptV_42,acceptV_43,acceptV_44,acceptV_45,acceptV_46,acceptV_47,acceptV_48,acceptV_49,acceptV_50,acceptV_51,acceptV_52,acceptV_53,acceptV_54,acceptV_55,acceptV_56,acceptV_57,acceptV_58,acceptV_59,acceptV_60,acceptV_61,acceptV_62,acceptV_63,acceptV_64,acceptV_65,acceptV_66,acceptV_67,acceptV_68,acceptV_69,acceptV_70,acceptV_71,acceptV_72,acceptV_73,acceptV_74,acceptV_75,acceptV_76,acceptV_77,acceptV_78,acceptV_79,acceptV_80,acceptV_81,acceptV_82,acceptV_83,acceptV_84,acceptV_85,acceptV_86,acceptV_87,acceptV_88,acceptV_89
0.03646,0.15798,0.11762,0.00814,0.00748,0.0137,0.01716,0.01414,0.01334,0.00726,0.00746,0.00962,0.02054,0.01246,0.01706,0.01268,0.01408,0.01432,0.01966,0.01328,0.01838,0.01004,0.00788,0.01266,0.01506,0.00996,0.01566,0.01018,0.02484,0.0119,0.00936,0.00776,0.01688,0.01278,0.0116,0.0181,0.01772,0.01074,0.0116,0.01226,0.01246,0.01942,0.0161,0.0129,0.00938,0.01572,0.00876,0.01018,0.0148,0.01674,0.01382,0.01454,0.00718,0.00616,0.00858,0.00782,0.01472,0.01446,0.01272,0.01136,0.02038,0.01382,0.01292,0.01656,0.0115,0.01702,0.01632,0.01106,0.02018,0.01352,0.0171,0.01254,0.01288,0.0153,0.0123,0.00828,0.01316,0.01242,0.0144,0.01292,0.01828,0.00922,0.01494,0.01332,0.02142,0.01612,0.00782,0.0071,0.0156,0.01446,0.00868,0.00756
